"Connector Name","Connector PartNumber","Pin Name","Pin PreferredSignal","Signal Name","Wire WireColor","Wire WireCSA","MulticoreInnerToOutter1","MulticoreInnerToOutter2","MulticoreInnerToOutter4","MulticoreInnerToOutter3","MulticoreInnerToOutter5","MulticoreInnerToOutter6","MulticoreInnerToOutter7","MulticoreInnerToOutter8","MulticoreInnerToOutter9"
"TO_141_LH_F/171","","31","","EMB_DVR_ECU_050","W","1.0","MC142279"
"TO_141_LH_F/171","","18","","EMB_DVR_ECU_048","W","1.0","MC142272"
"TO_141_LH_F/171","","21","",""
"TO_141_LH_F/171","","23","","METER_0002","L","0.35"
"TO_141_LH_F/171","","32","","EMB_DVR_ECU_051","W","1.0","MC142279"
"TO_141_LH_F/171","","47","","BODY_ECU_0279","L","0.35"
"TO_141_LH_F/171","","16","","EQ_PDB_ILL1","R","0.13"
"TO_141_LH_F/171","","26","","EQ_F:ECU-IGP_NO.3_L","R","0.35"
"TO_141_LH_F/171","","52","","DCM_0358","G","0.13"
"TO_141_LH_F/171","","9","","EMB_DVR_ECU_047","W","1.0","MC142272"
"TO_141_LH_F/171","","33","","EMB_DVR_ECU_052","W","1.0","MC142279"
"TO_141_LH_F/171","","53","",""
"TO_141_LH_F/171","","36","","CANFD_DS_BUS2_HI","B","0.13","MC137240"
"TO_141_LH_F/171","","7","","EMB_DVR_ECU_046","W","1.0","MC142272"
"TO_141_LH_F/171","","29","","METER_0003","W","0.35"
"TO_141_LH_F/171","","11","",""
"TO_141_LH_F/171","","13","",""
"TO_141_LH_F/171","","35","","CANFD_DS_BUS1_LO","W","0.13","MC141136"
"TO_141_LH_F/171","","41","","CANFD_DS_LOCAL1_BUS_LO","W","0.13","MC137261"
"TO_141_LH_F/171","","30","","MULT_DSP_ECU_0369","L","0.13"
"TO_141_LH_F/171","","8","",""
"TO_141_LH_F/171","","2","","EQ_BODY_ECU_LIN4","SB","0.5"
"TO_141_LH_F/171","","5","","EQ_PDB_DOM2","B","0.35"
"TO_141_LH_F/171","","15","",""
"TO_141_LH_F/171","","44","","BATT_TSS3_CAMERA_IGB","LA-B","0.5"
"TO_141_LH_F/171","","19","","GND_GLOVE_BOX_LP_L","LA","0.5"
"TO_141_LH_F/171","","12","",""
"TO_141_LH_F/171","","25","","EQ_PDB_B-9","B","0.35"
"TO_141_LH_F/171","","20","","EMB_DVR_ECU_049","W","1.0","MC142272"
"TO_141_LH_F/171","","34","","MULT_DSP_ECU_0385","L","0.13"
"TO_141_LH_F/171","","38","","CANFD_DS_LOCAL3_BUS_HI","B","0.13","MC125307"
"TO_151_F/141_RH","","32","","EQ_OUT_MIR_SW-W/RETRA_AUTO_VL","B","0.35"
"TO_151_F/141_RH","","19","","EQ_BODY_ECU_UL3","G","0.13"
"TO_151_F/141_RH","","27","","EQ_OUT_MIR_SW-W/RETRA_AUTO_HL","B","0.35"
"TO_151_F/141_RH","","16","","EQ_BODY_ECU_M1","L","0.35"
"TO_151_F/141_RH","","17","","EQ_BODY_ECU_M2","L","0.35"
"TO_151_F/141_RH","","2","",""
"TO_151_F/141_RH","","10","","DOUBLE_LOCK_ECU_0245","G","0.35"
"TO_151_F/141_RH","","21","","EQ_PDB_MRP","B","0.35"
"TO_151_F/141_RH","","18","","EQ_BODY_ECU_MM","L","0.35"
"TO_151_F/141_RH","","8","","BODY_ECU_0262","L","0.13"
"TO_151_F/141_RH","","11","",""
"TO_151_F/141_RH","","7","","BODY_ECU_0261","L","0.35"
"TO_151_F/141_RH","","13","","EQ_BODY_ECU_L2","V","0.35"
"TO_151_F/141_RH","","15","","EQ_BODY_ECU_LSFR","V","0.13"
"TO_151_F/141_RH","","4","","TW_CERTIFICATION_ECU_283","L","0.35","MC137626"
"TO_151_F/141_RH","","24","",""
"TO_151_F/141_RH","","25","",""
"TO_151_F/141_RH","","31","","EQ_OUT_MIR_SW-W/RETRA_AUTO_MR","L","0.35"
"TO_151_F/141_RH","","5","","TW_CERTIFICATION_ECU_295","R","0.35","MC137643"
"TO_151_F/141_RH","","23","","EQ_METER_LR","B","0.5"
"TO_151_F/141_RH","","30","",""
"TO_151_F/141_RH","","29","","EQ_OUT_MIR_SW-W/RETRA_AUTO_MF","P","0.35"
"TO_151_F/141_RH","","28","",""
"TO_151_F/141_RH","","1","","EQ_FR_DOOR_SP_R_-","L","1.25","MC148084"
"TO_151_F/141_RH","","14","","EQ_PDB_L_7","B","0.5"
"TO_151_F/141_RH","","9","","EQ_FR_DOOR_SP_R_P","LG","1.25","MC148084"
"TO_151_F/141_RH","","22","","EQ_PDB_UL_1","R","0.75"
"TO_151_F/141_RH","","20","","EQ_PDB_MR-","B","0.35"
"TO_151_F/141_RH","","3","","TW_CERTIFICATION_ECU_282","W","0.35","MC137626"
"TO_151_F/141_RH","","26","",""
"TO_151_F/141_RH","","6","","TW_CERTIFICATION_ECU_296","G","0.35","MC137643"
"TO_161_LH_F/152","","10","","EQ_BSM_MODULE_LH_OMIL","SB","0.35"
"TO_161_LH_F/152","","16","","EQ_PDB_UL_2","B","0.75"
"TO_161_LH_F/152","","9","","EQ_BODY_ECU_LIN2","SB","0.13"
"TO_161_LH_F/152","","3","","EMB_PVM_ECU_060","W","1.0","MC137110"
"TO_161_LH_F/152","","11","","EQ_PDB_G-27","R","0.35"
"TO_161_LH_F/152","","18","","PVM_ECU_0883","R","0.35"
"TO_161_LH_F/152","","15","","EQ_PDB_L","B","0.75"
"TO_161_LH_F/152","","21","","PVM_ECU_0886","G","0.35"
"TO_161_LH_F/152","","7","","EQ_SIDE_A/BAG_SSR_DR_LH_BDLP","R","0.35","MC137585"
"TO_161_LH_F/152","","14","","EQ_PDB_ILL2","B","0.13"
"TO_161_LH_F/152","","5","","EMB_SIDE_CAM_LH-PVM_062","W","1.0","MC137110"
"TO_161_LH_F/152","","23","","EQ_DOUBLE_LOCK_ECU_ACTS","GR","1.25"
"TO_161_LH_F/152","","24","","EQ_PDB_G-6","R","0.35"
"TO_161_LH_F/152","","22","","EQ_DOUBLE_LOCK_ECU_ACTR","GR","1.25"
"TO_161_LH_F/152","","1","","EMB_PVM_ECU_058","W","1.0","MC137110"
"TO_161_LH_F/152","","4","","EMB_PVM_ECU_061","W","1.0","MC137110"
"TO_161_LH_F/152","","6","","EQ_SIDE_A/BAG_SSR_DR_LH_BDL-","G","0.35","MC137585"
"TO_161_LH_F/152","","19","","PVM_ECU_0884","W","0.35"
"TO_161_LH_F/152","","12","","EQ_PDB_G-39","B","1.25"
"TO_161_LH_F/152","","20","","PVM_ECU_0885","B","0.35"
"TO_161_LH_F/152","","13","",""
"TO_161_LH_F/152","","17","","GND_D/L_MTR_F/L-LHD_E","W-B","0.35"
"TO_161_LH_F/152","","2","","EMB_PVM_ECU_059","W","1.0","MC137110"
"TO_161_LH_F/152","","8","",""
"TO_185_F/184","","14","","EMB_PVM_ECU_087","W","1.0","MC137129"
"TO_185_F/184","","23","","EMB_DVR_ECU_020","W","1.0","MC142278"
"TO_185_F/184","","30","","BODY_ECU_0263","L","0.5"
"TO_185_F/184","","3","",""
"TO_185_F/184","","39","","EMB_FUL_DISP_IN_MIR_034","W","1.0","MC142269"
"TO_185_F/184","","29","","CAN_B_BUS_LO","W","0.13","MC125408"
"TO_185_F/184","","5","",""
"TO_185_F/184","","18","","SLD_MULT_DSP_ECU_017","R","0.35","MC137654"
"TO_185_F/184","","47","","EMB_FUL_DISP_IN_MIR_033","W","1.0","MC142269"
"TO_185_F/184","","26","","EMB_DVR_ECU_023","W","1.0","MC142278"
"TO_185_F/184","","16","","SLD_MULT_DSP_ECU_015","G","0.35","MC137654"
"TO_185_F/184","","9","","CANFD_DS_BUS3_LO","W","0.13","MC131995"
"TO_185_F/184","","37","","EQ_PDB_F-14","B","2.0"
"TO_185_F/184","","28","","CAN_B_BUS_HI","B","0.13","MC125408"
"TO_185_F/184","","20","","SLD_MULT_DSP_ECU_019","DR-N","0.01","MC137654"
"TO_185_F/184","","10","","CANFD_DS_BUS3_LO","W","0.13","MC141191"
"TO_185_F/184","","19","","SLD_MULT_DSP_ECU_018","W","0.35","MC137654"
"TO_185_F/184","","46","","EMB_FUL_DISP_IN_MIR_032","W","1.0","MC142269"
"TO_185_F/184","","21","","EQ_PDB_G-6","B","0.35"
"TO_185_F/184","","44","","GND_DEF_RR_E","W-B","2.0"
"TO_185_F/184","","42","","GND_B/DR_OPNR_SW_E","W-B","0.35"
"TO_185_F/184","","38","","EMB_FUL_DISP_IN_MIR_031","W","1.0","MC142269"
"TO_185_F/184","","34","","EQ_DEF_RR_B","B","2.0"
"TO_185_F/184","","11","","EMB_PVM_ECU_084","W","1.0","MC137129"
"TO_185_F/184","","13","","EMB_PVM_ECU_086","W","1.0","MC137129"
"TO_185_F/184","","4","",""
"TO_185_F/184","","17","","SLD_MULT_DSP_ECU_016","B","0.35","MC137654"
"TO_185_F/184","","43","","GND_D/L_MTR_B/DR-W/CLOSER_E","W-B","0.35"
"TO_185_F/184","","15","","EMB_PVM_ECU_083","W","1.0","MC137129"
"TO_185_F/184","","45","","PBD_ECU_2192","G","0.35"
"TO_185_F/184","","25","","EMB_DVR_ECU_022","W","1.0","MC142278"
"TO_185_F/184","","6","","EQ_BODY_ECU_BCTY","LA-R","0.5"
"TO_185_F/184","","31","","CERTIFICATION_ECU_0945","B","0.13"
"TO_185_F/184","","2","",""
"TO_185_F/184","","27","","EMB_DVR_ECU_024","W","1.0","MC142278"
"TO_185_F/184","","36","","EQ_PDB_DOM1","B","0.35"
"TO_185_F/184","","32","","CERTIFICATION_ECU_1809","GR","0.35"
"TO_185_F/184","","35","","EQ_PDB_BACK","B","0.35"
"TO_185_F/184","","12","","EMB_PVM_ECU_085","W","1.0","MC137129"
"TO_185_F/184","","40","","EQ_PDB_L_1","B","0.35"
"TO_185_F/184","","8","","CANFD_DS_BUS3_HI","B","0.13","MC141191"
"TO_185_F/184","","33","","EMB_FUL_DISP_IN_MIR_030","W","1.0","MC142269"
"TO_185_F/184","","24","","EMB_DVR_ECU_021","W","1.0","MC142278"
"TO_185_F/184","","1","",""
"TO_185_F/184","","22","","EQ_PDB_F-16","B","0.35"
"TO_185_F/184","","41","","EQ_STOP_LP_SW_OUT","L","0.5"
"TO_185_F/184","","7","","CANFD_DS_BUS3_HI","B","0.13","MC131995"
"TO_143_F/111_LH_3P","90980-10956","3","","ALTorDCDC_PTC_HTR_B_2","W","2.0"
"TO_143_F/111_LH_3P","90980-10956","1","","ALTorDCDC_PTC_HTR_B_1","B","2.0"
"TO_143_F/111_LH_3P","90980-10956","2","","ALTorDCDC_PTC_HTR_B_3","R","3.0"
"TO_141_LH_F/161_LH","","46","","HV_ECU-HV_0025","V","0.35"
"TO_141_LH_F/161_LH","","54","","EQ_METER_FV","GR","0.35"
"TO_141_LH_F/161_LH","","34","","BODY_ECU_0260","L","0.5"
"TO_141_LH_F/161_LH","","13","",""
"TO_141_LH_F/161_LH","","6","","SIG10552","W","1.0","MC137650"
"TO_141_LH_F/161_LH","","10","","SIG10551","W","1.0","MC137650"
"TO_141_LH_F/161_LH","","21","",""
"TO_141_LH_F/161_LH","","16","","SLD_MULT_DSP_ECU_015","G","0.35","MC137655"
"TO_141_LH_F/161_LH","","53","","EQ_METER_FR","R","0.35"
"TO_141_LH_F/161_LH","","32","","ALTorDCDC_SEAT_HTR_R/L_B","G","0.75"
"TO_141_LH_F/161_LH","","37","","BODY_ECU_0270","L","0.35"
"TO_141_LH_F/161_LH","","9","","SIG10555","W","1.0","MC137650"
"TO_141_LH_F/161_LH","","5","","EQ_AC100V_MAIN_SW_IND","L","0.35"
"TO_141_LH_F/161_LH","","24","","DOUBLE_LOCK_ECU_0243","LAGR","0.5"
"TO_141_LH_F/161_LH","","22","",""
"TO_141_LH_F/161_LH","","26","","CAN_B_BUS_HI","B","0.13","MC137379"
"TO_141_LH_F/161_LH","","18","","SLD_MULT_DSP_ECU_017","R","0.35","MC137655"
"TO_141_LH_F/161_LH","","11","","EQ_RLY:SEAT_HTR_F/L_LO_L","R","0.75"
"TO_141_LH_F/161_LH","","41","","BLE_ECU_2264","GR","0.13"
"TO_141_LH_F/161_LH","","47","","EQ_BODY_ECU_LSWL","LG","0.35"
"TO_141_LH_F/161_LH","","33","","BLE_ECU_2256","L","0.13"
"TO_141_LH_F/161_LH","","25","","BLE_ECU_2272","R","0.13"
"TO_141_LH_F/161_LH","","12","",""
"TO_141_LH_F/161_LH","","7","","SIG10553","W","1.0","MC137650"
"TO_141_LH_F/161_LH","","2","","EQ_RR_DOOR_SP_L_P","Y","1.25","MC148006"
"TO_141_LH_F/161_LH","","19","","SLD_MULT_DSP_ECU_018","W","0.35","MC137655"
"TO_141_LH_F/161_LH","","17","","SLD_MULT_DSP_ECU_016","B","0.35","MC137655"
"TO_141_LH_F/161_LH","","49","","EQ_DOUBLE_LOCK_ECU_ACTR","GR","1.25"
"TO_141_LH_F/161_LH","","31","",""
"TO_141_LH_F/161_LH","","3","","EQ_D/L_MTR_F/L-LHD_CTYL","R","0.13"
"TO_141_LH_F/161_LH","","35","","BODY_ECU_0263","L","0.5"
"TO_141_LH_F/161_LH","","45","","HV_ECU-HV_0024","L","0.35"
"TO_141_LH_F/161_LH","","30","",""
"TO_141_LH_F/161_LH","","23","","EQ_RLY:SEAT_HTR_F/L_HI_L","V","0.75"
"TO_141_LH_F/161_LH","","4","",""
"TO_141_LH_F/161_LH","","29","","CAN_C2_BUS_LO","W","0.13","MC137394"
"TO_141_LH_F/161_LH","","51","","EQ_METER_BKL","L","0.35"
"TO_141_LH_F/161_LH","","61","",""
"TO_141_LH_F/161_LH","","15","",""
"TO_141_LH_F/161_LH","","40","","DOUBLE_LOCK_ECU_0242","LA-P","0.5"
"TO_141_LH_F/161_LH","","20","","SLD_MULT_DSP_ECU_019","DR-N","0.01","MC137655"
"TO_141_LH_F/161_LH","","39","","BODY_ECU_0286","W","0.35"
"TO_141_LH_F/161_LH","","28","","CAN_C2_BUS_HI","B","0.13","MC137394"
"TO_141_LH_F/161_LH","","27","","CAN_B_BUS_LO","W","0.13","MC137379"
"TO_141_LH_F/161_LH","","8","","SIG10554","W","1.0","MC137650"
"TO_141_LH_F/161_LH","","14","",""
"TO_141_LH_F/161_LH","","58","","EQ_VOLT_INV_SW2","R","0.35"
"TO_141_LH_F/161_LH","","60","","PBD_ECU_2192","G","0.35"
"TO_141_LH_F/161_LH","","38","","BODY_ECU_0271","B","0.35"
"TO_141_LH_F/161_LH","","36","","BODY_ECU_0269","G","0.35"
"TO_141_LH_F/161_LH","","59","",""
"TO_141_LH_F/161_LH","","52","","EQ_METER_FE&B","W","0.35"
"TO_141_LH_F/161_LH","","50","","EQ_DOUBLE_LOCK_ECU_ACTS","GR","1.25"
"TO_141_LH_F/161_LH","","44","","EQ_A/C_ECU-W/SEAT_LOUT","R","0.35"
"TO_141_LH_F/161_LH","","1","","EQ_RR_DOOR_SP_L_-","B","1.25","MC148006"
"TO_161_RH_F/153","","6","","EQ_DOUBLE_LOCK_ECU_ACTR","GR","1.25"
"TO_161_RH_F/153","","11","","EQ_BODY_ECU_RCTY","GR","0.5"
"TO_161_RH_F/153","","14","","EQ_PDB_F-13","B","1.25"
"TO_161_RH_F/153","","17","","EQ_PDB_UL_4","LA-B","1.25"
"TO_161_RH_F/153","","2","","EQ_RR_DOOR_SP_R_P","LA-L","0.75","MC142298"
"TO_161_RH_F/153","","19","",""
"TO_161_RH_F/153","","3","EQ_BODY_ECU_LIN2","EQ_BODY_ECU_LIN2","SB","0.13"
"TO_161_RH_F/153","","18","","GND_BLE_RECV_RH/SEAT_GND","W-B","1.25"
"TO_161_RH_F/153","","8","",""
"TO_161_RH_F/153","","4","EQ_BODY_ECU_LSWR","EQ_BODY_ECU_LSWR","P","0.13"
"TO_161_RH_F/153","","13","","EQ_PDB_C-34","SB","0.35"
"TO_161_RH_F/153","","10","","BODY_ECU_0284","B","0.35"
"TO_161_RH_F/153","","15","",""
"TO_161_RH_F/153","","9","","BODY_ECU_0259","R","0.5"
"TO_161_RH_F/153","","5","","DOUBLE_LOCK_ECU_0243","L","0.35"
"TO_161_RH_F/153","","1","","EQ_RR_DOOR_SP_R_-","LA-W","0.75","MC142298"
"TO_161_RH_F/153","","16","","BLE_ECU_2260","L","0.35"
"TO_161_RH_F/153","","7","","EQ_DOUBLE_LOCK_ECU_ACTS","GR","1.25"
"TO_161_RH_F/153","","12","",""
"TO_141_RH_LHD_F/111_RH_LHD","","5","","CANFD_PL_BUS_HI","B","0.13","MC125327"
"TO_141_RH_LHD_F/111_RH_LHD","","12","","A/C_ECU_12422","SB","0.13"
"TO_141_RH_LHD_F/111_RH_LHD","","24","","AHB_G_ECU#2_0215","V","0.13"
"TO_141_RH_LHD_F/111_RH_LHD","","17","","TW_A/C_ECU-W/SEAT_299","L","0.13","MC137593"
"TO_141_RH_LHD_F/111_RH_LHD","","14","","EQ_A/BAG_SSR_F/L_PSL","W","0.35","MC142203"
"TO_141_RH_LHD_F/111_RH_LHD","","16","","EQ_A/BAG_SSR_F/R_PSR","W","0.35","MC137542"
"TO_141_RH_LHD_F/111_RH_LHD","","19","","EQ_F:ECU-IGP_NO.1_L","B","0.35"
"TO_141_RH_LHD_F/111_RH_LHD","","8","","A/C_ECU_12420","GR","0.35"
"TO_141_RH_LHD_F/111_RH_LHD","","33","","SIG14859","GR","0.13"
"TO_141_RH_LHD_F/111_RH_LHD","","4","","CANFD_ADS_C1_BUS2_LO","W","0.13","MC137216"
"TO_141_RH_LHD_F/111_RH_LHD","","26","","AHB_G_ECU#2_0218","LA-B","0.5"
"TO_141_RH_LHD_F/111_RH_LHD","","34","","SIG14855","BE","0.35"
"TO_141_RH_LHD_F/111_RH_LHD","","21","","EQ_F:PM_IGCT-HV_L","B","0.35"
"TO_141_RH_LHD_F/111_RH_LHD","","3","","CANFD_ADS_C1_BUS2_HI","B","0.13","MC137216"
"TO_141_RH_LHD_F/111_RH_LHD","","27","","AHB_G_ECU#2_0220","LA-G","0.5"
"TO_141_RH_LHD_F/111_RH_LHD","","22","","AHB_G_ECU#2_0213","LASB","0.5"
