"Connector Name","Connector PartNumber","Pin Name","Pin PreferredSignal","Signal Name"
"TO_161_RH_(151)","","17","EQ_BSM_MODULE_RH_OMIR","EQ_BSM_MODULE_RH_OMIR"
"TO_161_RH_(151)","","20","","S_BODY_ECU_DOOR_002"
"TO_161_RH_(151)","","8","SLD_S_SPVM-21CY_010","SLD_S_SPVM-21CY_010"
"TO_161_RH_(151)","","26","","S_OUT_MIR_SW_014"
"TO_161_RH_(151)","","4","EMB_S_PVM_APP-21CY_011","EMB_S_PVM_APP-21CY_011"
"TO_161_RH_(151)","","9","SLD_S_SPVM-21CY_011","SLD_S_SPVM-21CY_011"
"TO_161_RH_(151)","","12","TW_S_AIRBAG_038","TW_S_AIRBAG_038"
"TO_161_RH_(151)","","16","TW_S_AIRBAG_150","TW_S_AIRBAG_150"
"TO_161_RH_(151)","","25","","S_PVM_APP-21CY_031"
"TO_161_RH_(151)","","10","SLD_S_SPVM-21CY_012","SLD_S_SPVM-21CY_012"
"TO_161_RH_(151)","","19","","EQ_F:PANEL_L"
"TO_161_RH_(151)","","3","EMB_S_PVM_APP-21CY_010","EMB_S_PVM_APP-21CY_010"
"TO_161_RH_(151)","","24","","S_PVM_APP-21CY_030"
"TO_161_RH_(151)","","28","","S_OUT_MIR_SW_011"
"TO_111_LH_RHD_(141_LH_RHD)","","27","","EQ_SBW_ACTR_ECU-HV_MA2"
"TO_111_LH_RHD_(141_LH_RHD)","","6","","CAN_SBW_BUS_LO"
"TO_111_LH_RHD_(141_LH_RHD)","","20","EQ_F:SBW_IGCT-HV_L","EQ_F:SBW_IGCT-HV_L"
"TO_111_LH_RHD_(141_LH_RHD)","","45","","CANFD_DS_LOCAL3_BUS_LO"
"TO_111_LH_RHD_(141_LH_RHD)","","14","","EQ_BODY_ECU_WPS"
"TO_111_LH_RHD_(141_LH_RHD)","","31","S_21CY_TOYOTA_T2-T1_095","S_21CY_TOYOTA_T2-T1_095"
"TO_111_LH_RHD_(141_LH_RHD)","","17","","EQ_F:ECU-IGR_NO.3_L"
"TO_111_LH_RHD_(141_LH_RHD)","","18","","EQ_F:PM_IGCT-PHV_L"
"TO_111_LH_RHD_(141_LH_RHD)","","34","S_AHB_G_ECU#2_030","S_AHB_G_ECU#2_030"
"TO_111_LH_RHD_(141_LH_RHD)","","22","EQ_METER_LL","EQ_METER_LL"
"TO_111_LH_RHD_(141_LH_RHD)","","29","","EQ_SBW_ACTR_ECU-PHV_MA2"
"TO_111_LH_RHD_(141_LH_RHD)","","7","","EQ_A/BAG_SSR_F/L_-SL"
"TO_111_LH_RHD_(141_LH_RHD)","","25","EQ_RLY:IG_B-HP_L","EQ_RLY:IG_B-HP_L"
"TO_111_LH_RHD_(141_LH_RHD)","","38","","S_SBW_004"
"TO_111_LH_RHD_(141_LH_RHD)","","26","EQ_SBW_ACTR_ECU-HV_BUB1","EQ_SBW_ACTR_ECU-HV_BUB1"
"TO_111_LH_RHD_(141_LH_RHD)","","19","EQ_F:P-CON_MTR_NO.1_L","EQ_F:P-CON_MTR_NO.1_L"
"TO_111_LH_RHD_(141_LH_RHD)","","4","","CAN_B_BUS_LO"
"TO_111_LH_RHD_(141_LH_RHD)","","40","","S_SBW_026"
"TO_111_LH_RHD_(141_LH_RHD)","","15","","EQ_F:2ND_BATT_L"
"TO_111_LH_RHD_(141_LH_RHD)","","46","","CANFD_DS_BUS_HI"
"TO_111_LH_RHD_(141_LH_RHD)","","23","","EQ_MF:AMP_L"
"TO_111_LH_RHD_(141_LH_RHD)","","11","","MCB1204"
"TO_111_LH_RHD_(141_LH_RHD)","","3","","CAN_B_BUS_HI"
"TO_111_LH_RHD_(141_LH_RHD)","","13","","EQ_BODY_ECU_HCTY"
"TO_111_LH_RHD_(141_LH_RHD)","","44","","CANFD_DS_LOCAL3_BUS_HI"
"TO_111_LH_RHD_(141_LH_RHD)","","5","","CAN_SBW_BUS_HI"
"TO_111_LH_RHD_(141_LH_RHD)","","39","","S_SBW_025"
"TO_111_LH_RHD_(141_LH_RHD)","","37","","S_SBW_003"
"TO_111_LH_RHD_(141_LH_RHD)","","36","S_AHB_G_ECU#2_032","S_AHB_G_ECU#2_032"
"TO_111_LH_RHD_(141_LH_RHD)","","24","EQ_OUTS_TEMP_SSR_-","EQ_OUTS_TEMP_SSR_-"
"TO_111_LH_RHD_(141_LH_RHD)","","21","CANFD_P_BUS_HI","CANFD_P_BUS_HI"
"TO_111_LH_RHD_(141_LH_RHD)","","49","",""
"TO_111_LH_RHD_(141_LH_RHD)","","41","","S_SMART_ENTRY-15CY_027"
"TO_111_LH_RHD_(141_LH_RHD)","","35","S_AHB_G_ECU#2_031","S_AHB_G_ECU#2_031"
"TO_111_LH_RHD_(141_LH_RHD)","","30","EQ_STOP_LP_SW_L_CC","EQ_STOP_LP_SW_L_CC"
"TO_111_LH_RHD_(141_LH_RHD)","","43","","CANFD_P_BUS_LO"
"TO_111_LH_RHD_(141_LH_RHD)","","9","","EQ_AHB_G_ECU#2_CSW"
"TO_111_LH_RHD_(141_LH_RHD)","","33","S_AHB_G_ECU#2_029","S_AHB_G_ECU#2_029"
"TO_111_LH_RHD_(141_LH_RHD)","","10","","MCB1203"
"TO_111_LH_RHD_(141_LH_RHD)","","32","S_AHB_G_ECU#2_001","S_AHB_G_ECU#2_001"
"TO_111_LH_RHD_(141_LH_RHD)","","47","","CANFD_DS_BUS_LO"
"TO_111_LH_RHD_(141_LH_RHD)","","8","","EQ_A/BAG_SSR_F/L_PLUSSL"
"TO_111_LH_RHD_(141_LH_RHD)","","48","",""
"TO_111_LH_RHD_(141_LH_RHD)","","12","EQ_BODY_ECU_DIM","EQ_BODY_ECU_DIM"
"TO_111_LH_RHD_(141_LH_RHD)","","1","",""
"TO_111_LH_RHD_(141_LH_RHD)","","2","",""
"TO_111_LH_RHD_(141_LH_RHD)","","42","","EQ_F:STRG_HTR_L"
"TO_111_LH_RHD_(141_LH_RHD)","","28","EQ_SBW_ACTR_ECU-PHV_BUB1","EQ_SBW_ACTR_ECU-PHV_BUB1"
"TO_111_LH_RHD_(141_LH_RHD)","","16","","EQ_F:DMC_ECU_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","31","","EQ_BODY_ECU_LSBO"
"TO_161_LH_(141_LH)_62P","90980-12B22","23","","CAN_B_BUS_HI"
"TO_161_LH_(141_LH)_62P","90980-12B22","5","","EQ_F:S/HTR_F/L_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","13","","SLD_S_21CY_TOYOTA_T2-T1_059"
"TO_161_LH_(141_LH)_62P","90980-12B22","20","","EQ_F:ECU-IGP_NO.3_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","60","",""
"TO_161_LH_(141_LH)_62P","90980-12B22","55","","S_BODY_ECU_BASE_021"
"TO_161_LH_(141_LH)_62P","90980-12B22","43","","S_SEC_ALARM_002"
"TO_161_LH_(141_LH)_62P","90980-12B22","2","","MCB6516"
"TO_161_LH_(141_LH)_62P","90980-12B22","19","","EQ_RLY:S/HTR_RL_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","29","","S_QUICK_SVS_FR_005"
"TO_161_LH_(141_LH)_62P","90980-12B22","61","",""
"TO_161_LH_(141_LH)_62P","90980-12B22","34","","EQ_HTR_CONT_PNL_SVPI"
"TO_161_LH_(141_LH)_62P","90980-12B22","57","","S_QUICK_SVS_FR_001"
"TO_161_LH_(141_LH)_62P","90980-12B22","58","","S_BODY_ECU_DOOR_017"
"TO_161_LH_(141_LH)_62P","90980-12B22","22","","EQ_METER_ILL-"
"TO_161_LH_(141_LH)_62P","90980-12B22","50","","S_FR_SEAT_HTR_006"
"TO_161_LH_(141_LH)_62P","90980-12B22","56","","S_BODY_ECU_BASE_022"
"TO_161_LH_(141_LH)_62P","90980-12B22","51","","S_FR_SEAT_HTR_007"
"TO_161_LH_(141_LH)_62P","90980-12B22","14","","EQ_F:USB_NO.1_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","15","","SLD_S_21CY_TOYOTA_T2-T1_060"
"TO_161_LH_(141_LH)_62P","90980-12B22","37","","EQ_METER_FR"
"TO_161_LH_(141_LH)_62P","90980-12B22","59","","S_BODY_ECU_BASE_023"
"TO_161_LH_(141_LH)_62P","90980-12B22","9","","TW_S_AUDIO_AMP_AVC-21CY_008"
"TO_161_LH_(141_LH)_62P","90980-12B22","36","","EQ_METER_FEANDB"
"TO_161_LH_(141_LH)_62P","90980-12B22","3","","MCB6518"
"TO_161_LH_(141_LH)_62P","90980-12B22","45","","S_BODY_ECU_DOOR_038"
"TO_161_LH_(141_LH)_62P","90980-12B22","28","","SLD_S_21CY_TOYOTA_T2-T1_062"
"TO_161_LH_(141_LH)_62P","90980-12B22","41","","S_METER_028"
"TO_161_LH_(141_LH)_62P","90980-12B22","24","","SLD_DRN_S_21CY_TOYOTA_T2-T1_108"
"TO_161_LH_(141_LH)_62P","90980-12B22","33","","EQ_D/L_MTR_F/L-LHD_PLUS"
"TO_161_LH_(141_LH)_62P","90980-12B22","38","","EQ_RLY:SEAT_HTR_F/L_LO_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","52","","S_FR_SEAT_HTR_008"
"TO_161_LH_(141_LH)_62P","90980-12B22","4","","MCB6519"
"TO_161_LH_(141_LH)_62P","90980-12B22","11","",""
"TO_161_LH_(141_LH)_62P","90980-12B22","47","","S_DOUBLE_LOCK_006"
"TO_161_LH_(141_LH)_62P","90980-12B22","48","","S_FR_SEAT_HTR_004"
"TO_161_LH_(141_LH)_62P","90980-12B22","16","","EQ_HV_ECU-HV_NOAC"
"TO_161_LH_(141_LH)_62P","90980-12B22","21","","CAN_C2_BUS_LO"
"TO_161_LH_(141_LH)_62P","90980-12B22","30","","EQ_AC100V_MAIN_SW_IND"
"TO_161_LH_(141_LH)_62P","90980-12B22","49","","S_FR_SEAT_HTR_005"
"TO_161_LH_(141_LH)_62P","90980-12B22","17","","S_METER_018"
"TO_161_LH_(141_LH)_62P","90980-12B22","54","","S_BLE_ECU_007"
"TO_161_LH_(141_LH)_62P","90980-12B22","1","","MCB6517"
"TO_161_LH_(141_LH)_62P","90980-12B22","12","",""
"TO_161_LH_(141_LH)_62P","90980-12B22","32","","EQ_BODY_ECU_LSWL"
"TO_161_LH_(141_LH)_62P","90980-12B22","7","","TW_S_AUDIO_AMP_AVC-21CY_007"
"TO_161_LH_(141_LH)_62P","90980-12B22","26","","CAN_C2_BUS_HI"
"TO_161_LH_(141_LH)_62P","90980-12B22","25","","CAN_B_BUS_LO"
"TO_161_LH_(141_LH)_62P","90980-12B22","8","","TW_S_AUDIO_AMP_AVC-21CY_006"
"TO_161_LH_(141_LH)_62P","90980-12B22","35","","EQ_HTR_CONT_PNL_SW_1"
"TO_161_LH_(141_LH)_62P","90980-12B22","27","","SLD_S_21CY_TOYOTA_T2-T1_061"
"TO_161_LH_(141_LH)_62P","90980-12B22","40","","EQ_RLY:SEAT_HTR_F/L_HI_L"
"TO_161_LH_(141_LH)_62P","90980-12B22","10","","MCB6520"
"TO_161_LH_(141_LH)_62P","90980-12B22","53","","S_FR_SEAT_HTR_009"
"TO_161_LH_(141_LH)_62P","90980-12B22","6","","TW_S_AUDIO_AMP_AVC-21CY_005"
"TO_161_LH_(141_LH)_62P","90980-12B22","46","","S_DOUBLE_LOCK_002"
"TO_161_LH_(141_LH)_62P","90980-12B22","39","","S_DOUBLE_LOCK_001"
"TO_161_LH_(141_LH)_62P","90980-12B22","42","","EQ_METER_FV"
"TO_161_LH_(141_LH)_62P","90980-12B22","62","",""
"TO_161_LH_(141_LH)_62P","90980-12B22","44","","S_BODY_ECU_DOOR_037"
"TO_161_LH_(141_LH)_62P","90980-12B22","18","","EQ_HV_ECU-PHV_NOAC"
"TO_121_TNGA_(126)","90980-12D19","3","TW_S_EFI_ECU-TNGA2.0_057","TW_S_EFI_ECU-TNGA2.0_057"
"TO_121_TNGA_(126)","90980-12D19","6","TW_S_EFI_ECU-TNGA2.0_060","TW_S_EFI_ECU-TNGA2.0_060"
"TO_121_TNGA_(126)","90980-12D19","8","TW_S_EFI_ECU-TNGA2.0_062","TW_S_EFI_ECU-TNGA2.0_062"
"TO_121_TNGA_(126)","90980-12D19","4","TW_S_EFI_ECU-TNGA2.0_058","TW_S_EFI_ECU-TNGA2.0_058"
"TO_121_TNGA_(126)","90980-12D19","5","TW_S_EFI_ECU-TNGA2.0_059","TW_S_EFI_ECU-TNGA2.0_059"
"TO_121_TNGA_(126)","90980-12D19","1","TW_S_EFI_ECU-TNGA2.0_055","TW_S_EFI_ECU-TNGA2.0_055"
"TO_121_TNGA_(126)","90980-12D19","2","TW_S_EFI_ECU-TNGA2.0_056","TW_S_EFI_ECU-TNGA2.0_056"
"TO_121_TNGA_(126)","90980-12D19","7","TW_S_EFI_ECU-TNGA2.0_061","TW_S_EFI_ECU-TNGA2.0_061"
"TO_161_LH_(183)","90980-12371","15","",""
"TO_161_LH_(183)","90980-12371","8","S_BODY_ECU_EX_LP_011","S_BODY_ECU_EX_LP_011"
"TO_161_LH_(183)","90980-12371","7","GND_B/DR_OPNR_SW_E","GND_B/DR_OPNR_SW_E"
"TO_161_LH_(183)","90980-12371","2","TW_S_CLEARANCE_SNR_015","TW_S_CLEARANCE_SNR_015"
"TO_161_LH_(183)","90980-12371","14","",""
"TO_161_LH_(183)","90980-12371","18","",""
"TO_161_LH_(183)","90980-12371","20","",""
"TO_161_LH_(183)","90980-12371","21","",""
"TO_161_LH_(183)","90980-12371","10","S_CLEARANCE_SNR_019","S_CLEARANCE_SNR_019"
"TO_161_LH_(183)","90980-12371","6","GND_100V_OUTLET_CONSOLE-OTHER_E","GND_100V_OUTLET_CONSOLE-OTHER_E"
"TO_161_LH_(183)","90980-12371","11","S_PBD_001","S_PBD_001"
"TO_161_LH_(183)","90980-12371","17","",""
"TO_161_LH_(183)","90980-12371","3","TW_S_CLEARANCE_SNR_020","TW_S_CLEARANCE_SNR_020"
"TO_161_LH_(183)","90980-12371","9","S_CLEARANCE_SNR_013","S_CLEARANCE_SNR_013"
"TO_161_LH_(183)","90980-12371","22","",""
"TO_161_LH_(183)","90980-12371","1","TW_S_CLEARANCE_SNR_014","TW_S_CLEARANCE_SNR_014"
"TO_161_LH_(183)","90980-12371","13","",""
"TO_161_LH_(183)","90980-12371","19","",""
"TO_161_LH_(183)","90980-12371","5","EQ_F:ECU-B_NO.2_L","EQ_F:ECU-B_NO.2_L"
"TO_161_LH_(183)","90980-12371","12","",""
"TO_161_LH_(183)","90980-12371","4","TW_S_CLEARANCE_SNR_021","TW_S_CLEARANCE_SNR_021"
"TO_161_LH_(183)","90980-12371","16","",""
"TO_184_(185)_1","","32","","GND_B/DR_OPNR_SW_E"
"TO_184_(185)_1","","15","SLD_S_SPVM-21CY_004","SLD_S_SPVM-21CY_004"
"TO_184_(185)_1","","9","","SLD_S_21CY_TOYOTA_T2-T1_061"
"TO_184_(185)_1","","43","","EQ_F:PANEL_L"
"TO_184_(185)_1","","17","","SLD_S_SPVM-21CY_003"
"TO_184_(185)_1","","60","","EMB_DRN_S_PVM_APP-21CY_101"
"TO_184_(185)_1","","36","S_BODY_ECU_DOOR_007","S_BODY_ECU_DOOR_007"
"TO_184_(185)_1","","33","","GND_DEF_RR_E"
"TO_184_(185)_1","","38","","S_BODY_ECU_EX_LP_011"
"TO_184_(185)_1","","37","","S_BODY_ECU_DOOR_017"
"TO_184_(185)_1","","4","","MCB6517"
"TO_184_(185)_1","","40","","S_SEC_ALARM_002"
"TO_184_(185)_1","","24","EQ_F:ECU-B_NO.2_L","EQ_F:ECU-B_NO.2_L"
"TO_184_(185)_1","","18","SLD_S_SPVM-21CY_001","SLD_S_SPVM-21CY_001"
"TO_184_(185)_1","","13","","MCB6520"
"TO_184_(185)_1","","11","","MCB6518"
"TO_184_(185)_1","","8","SLD_S_21CY_TOYOTA_T2-T1_060","SLD_S_21CY_TOYOTA_T2-T1_060"
"TO_184_(185)_1","","42","","S_SMART_ENTRY-15CY_034"
"TO_184_(185)_1","","39","","S_PBD_001"
"TO_184_(185)_1","","25","EQ_F:ECU-IGR_NO.1_L","EQ_F:ECU-IGR_NO.1_L"
"TO_184_(185)_1","","28","","MCB4682"
"TO_184_(185)_1","","31","","GND_100V_OUTLET_CONSOLE-OTHER_E"
"TO_184_(185)_1","","29","","CANFD_DS_BUS_LO"
"TO_184_(185)_1","","7","SLD_DRN_S_21CY_TOYOTA_T2-T1_108","SLD_DRN_S_21CY_TOYOTA_T2-T1_108"
"TO_184_(185)_1","","3","EMB_S_PVM_APP-21CY_004","EMB_S_PVM_APP-21CY_004"
"TO_184_(185)_1","","19","CANFD_DS_BUS_HI","CANFD_DS_BUS_HI"
"TO_184_(185)_1","","44","","CANFD_DS_BUS_LO"
"TO_184_(185)_1","","35","",""
"TO_184_(185)_1","","23","EQ_BODY_ECU_LSBO","EQ_BODY_ECU_LSBO"
"TO_184_(185)_1","","59","","EMB_S_PVM_APP-21CY_001"
"TO_184_(185)_1","","14","SLD_DRN_S_SPVM-21CY_101","SLD_DRN_S_SPVM-21CY_101"
"TO_184_(185)_1","","22","CAN_B_BUS_LO","CAN_B_BUS_LO"
"TO_184_(185)_1","","34","","S_AHB_G_ECU-STOP_LP_003"
"TO_184_(185)_1","","5","","MCB6516"
"TO_184_(185)_1","","30","","EQ_PDB_DOM1"
"TO_184_(185)_1","","41","","S_SMART_ENTRY-15CY_033"
"TO_184_(185)_1","","10","SLD_S_21CY_TOYOTA_T2-T1_062","SLD_S_21CY_TOYOTA_T2-T1_062"
"TO_184_(185)_1","","16","SLD_S_SPVM-21CY_002","SLD_S_SPVM-21CY_002"
"TO_184_(185)_1","","1","","EMB_S_PVM_APP-21CY_002"
"TO_184_(185)_1","","20","EQ_METER_ILL-","EQ_METER_ILL-"
"TO_184_(185)_1","","2","EMB_S_PVM_APP-21CY_003","EMB_S_PVM_APP-21CY_003"
"TO_184_(185)_1","","26","","CANFD_DS_BUS_HI"
"TO_184_(185)_1","","27","EQ_FL:PBD_L","EQ_FL:PBD_L"
"TO_184_(185)_1","","6","SLD_S_21CY_TOYOTA_T2-T1_059","SLD_S_21CY_TOYOTA_T2-T1_059"
"TO_184_(185)_1","","21","CAN_B_BUS_HI","CAN_B_BUS_HI"
"TO_184_(185)_1","","12","","MCB6519"
"TO_154_(161_LH)_25P","90980-12801","25","",""
"TO_154_(161_LH)_25P","90980-12801","1","","MCB4649"
"TO_154_(161_LH)_25P","90980-12801","19","",""
"TO_154_(161_LH)_25P","90980-12801","7","EQ_F:ECU-IGP_NO.3_L","EQ_F:ECU-IGP_NO.3_L"
"TO_154_(161_LH)_25P","90980-12801","13","S_BODY_ECU_DOOR_004","S_BODY_ECU_DOOR_004"
"TO_154_(161_LH)_25P","90980-12801","8","EQ_F:PANEL_L","EQ_F:PANEL_L"
"TO_154_(161_LH)_25P","90980-12801","3","EQ_BODY_ECU_LIN2","EQ_BODY_ECU_LIN2"
"TO_154_(161_LH)_25P","90980-12801","20","S_DOUBLE_LOCK_002","S_DOUBLE_LOCK_002"
"TO_154_(161_LH)_25P","90980-12801","14","S_DOUBLE_LOCK_001","S_DOUBLE_LOCK_001"
"TO_154_(161_LH)_25P","90980-12801","9","EQ_HTR_CONT_PNL_SVPI","EQ_HTR_CONT_PNL_SVPI"
"TO_154_(161_LH)_25P","90980-12801","11","EQ_F:DOOR_R/L_L","EQ_F:DOOR_R/L_L"
"TO_154_(161_LH)_25P","90980-12801","24","",""
"TO_154_(161_LH)_25P","90980-12801","6","S_BLE_ECU_003","S_BLE_ECU_003"
"TO_154_(161_LH)_25P","90980-12801","17","S_BLE_ECU_005","S_BLE_ECU_005"
"TO_154_(161_LH)_25P","90980-12801","10","EQ_HTR_CONT_PNL_SW_1","EQ_HTR_CONT_PNL_SW_1"
"TO_154_(161_LH)_25P","90980-12801","4","EQ_BODY_ECU_LSWL","EQ_BODY_ECU_LSWL"
"TO_154_(161_LH)_25P","90980-12801","21","S_DOUBLE_LOCK_006","S_DOUBLE_LOCK_006"
"TO_154_(161_LH)_25P","90980-12801","15","S_BODY_ECU_DOOR_002","S_BODY_ECU_DOOR_002"
"TO_154_(161_LH)_25P","90980-12801","18","S_BODY_ECU_DOOR_038","S_BODY_ECU_DOOR_038"
"TO_154_(161_LH)_25P","90980-12801","12","GND_BLE_RECV_D/SEAT_GND","GND_BLE_RECV_D/SEAT_GND"
"TO_154_(161_LH)_25P","90980-12801","2","","SIG4648"
"TO_154_(161_LH)_25P","90980-12801","22","S_BLE_ECU_004","S_BLE_ECU_004"
"TO_154_(161_LH)_25P","90980-12801","16","S_BODY_ECU_DOOR_037","S_BODY_ECU_DOOR_037"
"TO_154_(161_LH)_25P","90980-12801","23","EQ_F:ECU-DCC_NO.2_L","EQ_F:ECU-DCC_NO.2_L"
"TO_154_(161_LH)_25P","90980-12801","5","EQ_METER_ILL-","EQ_METER_ILL-"
"TO_141_LH_(161_LH)_62P","90980-12B21","56","","S_BODY_ECU_BASE_022"
"TO_141_LH_(161_LH)_62P","90980-12B21","50","","S_FR_SEAT_HTR_006"
"TO_141_LH_(161_LH)_62P","90980-12B21","60","",""
"TO_141_LH_(161_LH)_62P","90980-12B21","5","","EQ_F:S/HTR_F/L_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","24","","SLD_DRN_S_21CY_TOYOTA_T2-T1_108"
"TO_141_LH_(161_LH)_62P","90980-12B21","21","","CAN_C2_BUS_LO"
"TO_141_LH_(161_LH)_62P","90980-12B21","23","","CAN_B_BUS_HI"
"TO_141_LH_(161_LH)_62P","90980-12B21","49","","S_FR_SEAT_HTR_005"
"TO_141_LH_(161_LH)_62P","90980-12B21","16","","EQ_HV_ECU-HV_NOAC"
"TO_141_LH_(161_LH)_62P","90980-12B21","26","","CAN_C2_BUS_HI"
"TO_141_LH_(161_LH)_62P","90980-12B21","4","","MCB6519"
"TO_141_LH_(161_LH)_62P","90980-12B21","9","","TW_S_AUDIO_AMP_AVC-21CY_008"
"TO_141_LH_(161_LH)_62P","90980-12B21","33","","EQ_D/L_MTR_F/L-LHD_PLUS"
"TO_141_LH_(161_LH)_62P","90980-12B21","55","","S_BODY_ECU_BASE_021"
"TO_141_LH_(161_LH)_62P","90980-12B21","29","","S_QUICK_SVS_FR_005"
"TO_141_LH_(161_LH)_62P","90980-12B21","47","","S_DOUBLE_LOCK_006"
"TO_141_LH_(161_LH)_62P","90980-12B21","17","","S_METER_018"
"TO_141_LH_(161_LH)_62P","90980-12B21","51","","S_FR_SEAT_HTR_007"
"TO_141_LH_(161_LH)_62P","90980-12B21","59","","S_BODY_ECU_BASE_023"
"TO_141_LH_(161_LH)_62P","90980-12B21","22","","EQ_METER_ILL-"
"TO_141_LH_(161_LH)_62P","90980-12B21","53","","S_FR_SEAT_HTR_009"
"TO_141_LH_(161_LH)_62P","90980-12B21","32","","EQ_BODY_ECU_LSWL"
"TO_141_LH_(161_LH)_62P","90980-12B21","48","","S_FR_SEAT_HTR_004"
"TO_141_LH_(161_LH)_62P","90980-12B21","54","","S_BLE_ECU_007"
"TO_141_LH_(161_LH)_62P","90980-12B21","28","","SLD_S_21CY_TOYOTA_T2-T1_062"
"TO_141_LH_(161_LH)_62P","90980-12B21","46","","S_DOUBLE_LOCK_002"
"TO_141_LH_(161_LH)_62P","90980-12B21","18","","EQ_HV_ECU-PHV_NOAC"
"TO_141_LH_(161_LH)_62P","90980-12B21","62","",""
"TO_141_LH_(161_LH)_62P","90980-12B21","61","",""
"TO_141_LH_(161_LH)_62P","90980-12B21","27","","SLD_S_21CY_TOYOTA_T2-T1_061"
"TO_141_LH_(161_LH)_62P","90980-12B21","39","","S_DOUBLE_LOCK_001"
"TO_141_LH_(161_LH)_62P","90980-12B21","37","","EQ_METER_FR"
"TO_141_LH_(161_LH)_62P","90980-12B21","2","","MCB6516"
"TO_141_LH_(161_LH)_62P","90980-12B21","30","","EQ_AC100V_MAIN_SW_IND"
"TO_141_LH_(161_LH)_62P","90980-12B21","41","","S_METER_028"
"TO_141_LH_(161_LH)_62P","90980-12B21","40","","EQ_RLY:SEAT_HTR_F/L_HI_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","13","","SLD_S_21CY_TOYOTA_T2-T1_059"
"TO_141_LH_(161_LH)_62P","90980-12B21","1","","MCB6517"
"TO_141_LH_(161_LH)_62P","90980-12B21","8","","TW_S_AUDIO_AMP_AVC-21CY_006"
"TO_141_LH_(161_LH)_62P","90980-12B21","20","","EQ_F:ECU-IGP_NO.3_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","36","","EQ_METER_FEANDB"
"TO_141_LH_(161_LH)_62P","90980-12B21","35","","EQ_HTR_CONT_PNL_SW_1"
"TO_141_LH_(161_LH)_62P","90980-12B21","10","","MCB6520"
"TO_141_LH_(161_LH)_62P","90980-12B21","14","","EQ_F:USB_NO.1_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","58","","S_BODY_ECU_DOOR_017"
"TO_141_LH_(161_LH)_62P","90980-12B21","44","","S_BODY_ECU_DOOR_037"
"TO_141_LH_(161_LH)_62P","90980-12B21","15","","SLD_S_21CY_TOYOTA_T2-T1_060"
"TO_141_LH_(161_LH)_62P","90980-12B21","6","","TW_S_AUDIO_AMP_AVC-21CY_005"
"TO_141_LH_(161_LH)_62P","90980-12B21","7","","TW_S_AUDIO_AMP_AVC-21CY_007"
"TO_141_LH_(161_LH)_62P","90980-12B21","3","","MCB6518"
"TO_141_LH_(161_LH)_62P","90980-12B21","57","","S_QUICK_SVS_FR_001"
"TO_141_LH_(161_LH)_62P","90980-12B21","43","","S_SEC_ALARM_002"
"TO_141_LH_(161_LH)_62P","90980-12B21","19","","EQ_RLY:S/HTR_RL_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","42","","EQ_METER_FV"
"TO_141_LH_(161_LH)_62P","90980-12B21","45","","S_BODY_ECU_DOOR_038"
"TO_141_LH_(161_LH)_62P","90980-12B21","52","","S_FR_SEAT_HTR_008"
"TO_141_LH_(161_LH)_62P","90980-12B21","34","","EQ_HTR_CONT_PNL_SVPI"
"TO_141_LH_(161_LH)_62P","90980-12B21","31","","EQ_BODY_ECU_LSBO"
"TO_141_LH_(161_LH)_62P","90980-12B21","11","",""
"TO_141_LH_(161_LH)_62P","90980-12B21","38","","EQ_RLY:SEAT_HTR_F/L_LO_L"
"TO_141_LH_(161_LH)_62P","90980-12B21","12","",""
"TO_141_LH_(161_LH)_62P","90980-12B21","25","","CAN_B_BUS_LO"
"TO_121_(111_LH)","","25","EQ_SBW_ACTR_ECU-HV_MA2","EQ_SBW_ACTR_ECU-HV_MA2"
"TO_121_(111_LH)","","29","GND_EFI_ECU-TNGA_E01","GND_EFI_ECU-TNGA_E01"
"TO_121_(111_LH)","","11","EQ_F:EFI_NO.5_L","EQ_F:EFI_NO.5_L"
"TO_121_(111_LH)","","7","EQ_ENG_E_W/P-TNGA_PLUSB","EQ_ENG_E_W/P-TNGA_PLUSB"
"TO_121_(111_LH)","","24","EQ_SBW_ACTR_ECU-HV_BUB1","EQ_SBW_ACTR_ECU-HV_BUB1"
"TO_121_(111_LH)","","35","S_EFI_ECU-TNGA2.0_098","S_EFI_ECU-TNGA2.0_098"
"TO_121_(111_LH)","","38","S_SBW_004","S_SBW_004"
"TO_121_(111_LH)","","28","GND_A/C_INV_GND","GND_A/C_INV_GND"
"TO_121_(111_LH)","","9","EQ_F:EFI_NO.2_TNGA_L","EQ_F:EFI_NO.2_TNGA_L"
"TO_121_(111_LH)","","26","EQ_SBW_ACTR_ECU-PHV_BUB1","EQ_SBW_ACTR_ECU-PHV_BUB1"
