Connector Name,Pin Name,Pin Name nunique,Pin Name count,Connector PartNumber,Pin PreferredSignal,Signal Name,check_signal
TO_151_(161_RH),9,1,1,,SLD_S_SPVM-21CY_011,SLD_S_SPVM-21CY_011,1
TO_151_(161_RH),10,1,1,,SLD_S_SPVM-21CY_012,SLD_S_SPVM-21CY_012,1
TO_151_(161_RH),11,1,1,,TW_S_AIRBAG_037,TW_S_AIRBAG_037,1
TO_151_(161_RH),12,1,1,,TW_S_AIRBAG_038,TW_S_AIRBAG_038,1
TO_151_(161_RH),13,1,1,,TW_S_AIRBAG_094,TW_S_AIRBAG_094,1
TO_151_(161_RH),14,1,1,,TW_S_AIRBAG_097,TW_S_AIRBAG_097,1
TO_151_(161_RH),15,1,1,,TW_S_AIRBAG_146,TW_S_AIRBAG_146,1
TO_151_(161_RH),16,1,1,,TW_S_AIRBAG_150,TW_S_AIRBAG_150,1
TO_151_(161_RH),17,1,1,,EQ_BSM_MODULE_RH_OMIR,EQ_BSM_MODULE_RH_OMIR,1
TO_151_(161_RH),18,1,1,,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_151_(161_RH),19,1,1,,na,EQ_F:PANEL_L,0
TO_151_(161_RH),20,1,1,,na,S_BODY_ECU_DOOR_002,0
TO_151_(161_RH),21,1,1,,na,S_BODY_ECU_DOOR_004,0
TO_151_(161_RH),22,1,1,,na,S_PVM_APP-21CY_028,0
TO_151_(161_RH),23,1,1,,na,S_PVM_APP-21CY_029,0
TO_151_(161_RH),24,1,1,,na,S_PVM_APP-21CY_030,0
TO_151_(161_RH),25,1,1,,na,S_PVM_APP-21CY_031,0
TO_151_(161_RH),26,1,1,,na,S_OUT_MIR_SW_014,0
TO_151_(161_RH),27,1,1,,na,S_OUT_MIR_SW_015,0
TO_151_(161_RH),28,1,1,,na,S_OUT_MIR_SW_011,0
TO_152_(141_LH),1,1,1,,na,TW_S_21CY_TOYOTA_T2-T1_019,0
TO_152_(141_LH),2,1,1,,na,TW_S_SMART_ENTRY-15CY_004,0
TO_152_(141_LH),3,1,1,,na,TW_S_SMART_ENTRY-15CY_005,0
TO_152_(141_LH),4,1,1,,na,TW_S_SMART_ENTRY-15CY_002,0
TO_152_(141_LH),5,1,1,,na,TW_S_SMART_ENTRY-15CY_003,0
TO_152_(141_LH),6,1,1,,na,EQ_BODY_ECU_L2,0
TO_152_(141_LH),7,1,1,,na,EQ_BODY_ECU_LSFL,0
TO_152_(141_LH),8,1,1,,na,EQ_BODY_ECU_UL3,0
TO_152_(141_LH),9,1,1,,na,EQ_F:ECU-ACC_L,0
TO_152_(141_LH),10,1,1,,na,EQ_F:ECU-B_NO.2_L,0
TO_152_(141_LH),11,1,1,,na,EQ_F:MIR HTR_L,0
TO_152_(141_LH),12,1,1,,na,S_BODY_ECU_DOOR_003,0
TO_152_(141_LH),13,1,1,,na,EQ_METER_ILL-,0
TO_152_(141_LH),14,1,1,,na,EQ_METER_LL,0
TO_152_(141_LH),15,1,1,,na,EQ_OUT_MIR_SW-W/RETRA_AUTO_M+,0
TO_152_(141_LH),16,1,1,,na,EQ_OUT_MIR_SW-W/RETRA_AUTO_HL,0
TO_152_(141_LH),17,1,1,,na,EQ_OUT_MIR_SW-W/RETRA_AUTO_HR,0
TO_152_(141_LH),18,1,1,,na,S_BODY_ECU_BASE_034,0
TO_152_(141_LH),19,1,1,,na,EQ_OUT_MIR_SW-W/RETRA_AUTO_VL,0
TO_152_(141_LH),20,1,1,,na,EQ_OUT_MIR_SW-W/RETRA_AUTO_VR,0
TO_152_(141_LH),21,1,1,,na,GND_AC100V_MAIN_SW_ILL-,0
TO_152_(141_LH),22,1,1,,na,TW_S_AUDIO_AMP_AVC-21CY_017,0
TO_152_(141_LH),23,1,1,,S_BODY_ECU_BASE_017,S_BODY_ECU_BASE_017,1
TO_152_(141_LH),24,1,1,,S_BODY_ECU_BASE_018,S_BODY_ECU_BASE_018,1
TO_152_(141_LH),25,1,1,,S_BODY_ECU_BASE_019,S_BODY_ECU_BASE_019,1
TO_152_(141_LH),26,1,1,,S_BODY_ECU_BASE_020,S_BODY_ECU_BASE_020,1
TO_152_(141_LH),27,1,1,,S_BODY_ECU_BASE_031,S_BODY_ECU_BASE_031,1
TO_152_(141_LH),28,1,1,,S_BODY_ECU_BASE_032,S_BODY_ECU_BASE_032,1
TO_152_(141_LH),29,1,1,,S_BODY_ECU_BASE_033,S_BODY_ECU_BASE_033,1
TO_152_(141_LH),30,1,1,,na,S_BODY_ECU_BASE_035,0
TO_152_(141_LH),31,1,1,,na,S_DOUBLE_LOCK_001,0
TO_152_(141_LH),32,1,1,,S_DOUBLE_LOCK_004,S_DOUBLE_LOCK_004,1
TO_152_(141_LH),33,1,1,,S_DOUBLE_LOCK_006,S_DOUBLE_LOCK_006,1
TO_152_(141_LH),34,1,1,,S_OUT_MIR_SW_001,S_OUT_MIR_SW_001,1
TO_152_(141_LH),35,1,1,,S_OUT_MIR_SW_003,S_OUT_MIR_SW_003,1
TO_152_(141_LH),36,1,1,,TW_S_AUDIO_AMP_AVC-21CY_018,TW_S_AUDIO_AMP_AVC-21CY_018,1
TO_152_(141_LH),37,1,1,,TW_S_21CY_TOYOTA_T2-T1_018,TW_S_21CY_TOYOTA_T2-T1_018,1
TO_152_(161_LH),1,1,1,,EMB_S_PVM_APP-21CY_013,EMB_S_PVM_APP-21CY_013,1
TO_152_(161_LH),2,1,1,,EMB_DRN_S_PVM_APP-21CY_105,EMB_DRN_S_PVM_APP-21CY_105,1
TO_152_(161_LH),3,1,1,,EMB_S_PVM_APP-21CY_014,EMB_S_PVM_APP-21CY_014,1
TO_152_(161_LH),4,1,1,,EMB_S_PVM_APP-21CY_015,EMB_S_PVM_APP-21CY_015,1
TO_152_(161_LH),5,1,1,,EMB_S_PVM_APP-21CY_016,EMB_S_PVM_APP-21CY_016,1
TO_152_(161_LH),6,1,1,,SLD_S_SPVM-21CY_013,SLD_S_SPVM-21CY_013,1
TO_152_(161_LH),7,1,1,,SLD_DRN_S_SPVM-21CY_105,SLD_DRN_S_SPVM-21CY_105,1
TO_152_(161_LH),8,1,1,,SLD_S_SPVM-21CY_014,SLD_S_SPVM-21CY_014,1
TO_152_(161_LH),9,1,1,,SLD_S_SPVM-21CY_015,SLD_S_SPVM-21CY_015,1
TO_152_(161_LH),10,1,1,,SLD_S_SPVM-21CY_016,SLD_S_SPVM-21CY_016,1
TO_152_(161_LH),11,1,1,,na,TW_S_AIRBAG_033,0
TO_152_(161_LH),12,1,1,,na,TW_S_AIRBAG_034,0
TO_152_(161_LH),13,1,1,,na,TW_S_AIRBAG_057,0
TO_152_(161_LH),14,1,1,,na,TW_S_AIRBAG_072,0
TO_152_(161_LH),15,1,1,,na,TW_S_AIRBAG_147,0
TO_152_(161_LH),16,1,1,,na,TW_S_AIRBAG_167,0
TO_152_(161_LH),17,1,1,,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_152_(161_LH),18,1,1,,na,EQ_BSM_MODULE_LH_OMIL,0
TO_152_(161_LH),19,1,1,,EQ_D/L_MTR_F/L-LHD_PLUS,EQ_D/L_MTR_F/L-LHD_PLUS,1
TO_152_(161_LH),20,1,1,,EQ_F:DOOR_F/L_L,EQ_F:DOOR_F/L_L,1
TO_152_(161_LH),21,1,1,,na,EQ_F:DOOR_F/R_L,0
TO_152_(161_LH),22,1,1,,na,GND_BLE_RECV_D/SEAT_GND,0
TO_152_(161_LH),23,1,1,,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_152_(161_LH),24,1,1,,na,na,2
TO_152_(161_LH),25,1,1,,na,S_BODY_ECU_DOOR_004,0
TO_152_(161_LH),26,1,1,,na,S_BODY_ECU_DOOR_002,0
TO_152_(161_LH),27,1,1,,S_PVM_APP-21CY_024,S_PVM_APP-21CY_024,1
TO_152_(161_LH),28,1,1,,S_PVM_APP-21CY_025,S_PVM_APP-21CY_025,1
TO_152_(161_LH),29,1,1,,S_PVM_APP-21CY_026,S_PVM_APP-21CY_026,1
TO_152_(161_LH),30,1,1,,S_PVM_APP-21CY_027,S_PVM_APP-21CY_027,1
TO_152_(161_LH),31,1,1,,na,S_OUT_MIR_SW_014,0
TO_152_(161_LH),32,1,1,,na,S_OUT_MIR_SW_015,0
TO_152_(161_LH),33,1,1,,na,S_OUT_MIR_SW_011,0
TO_153_(161_RH)_25P,1,1,1,90980-12802,na,SIG4650,0
TO_153_(161_RH)_25P,2,1,1,90980-12802,na,MCB4651,0
TO_153_(161_RH)_25P,3,1,1,90980-12802,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_153_(161_RH)_25P,4,1,1,90980-12802,EQ_BODY_ECU_LSWR,EQ_BODY_ECU_LSWR,1
TO_153_(161_RH)_25P,5,1,1,90980-12802,EQ_METER_ILL-,EQ_METER_ILL-,1
TO_153_(161_RH)_25P,6,1,1,90980-12802,S_BLE_ECU_003,S_BLE_ECU_003,1
TO_153_(161_RH)_25P,7,1,1,90980-12802,S_BLE_ECU_005,S_BLE_ECU_005,1
TO_153_(161_RH)_25P,8,1,1,90980-12802,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_153_(161_RH)_25P,9,1,1,90980-12802,EQ_HTR_CONT_PNL_SVDI,EQ_HTR_CONT_PNL_SVDI,1
TO_153_(161_RH)_25P,10,1,1,90980-12802,EQ_HTR_CONT_PNL_SW_2,EQ_HTR_CONT_PNL_SW_2,1
TO_153_(161_RH)_25P,11,1,1,90980-12802,EQ_F:DOOR_R/R_L,EQ_F:DOOR_R/R_L,1
TO_153_(161_RH)_25P,12,1,1,90980-12802,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_153_(161_RH)_25P,13,1,1,90980-12802,S_DOUBLE_LOCK_001,S_DOUBLE_LOCK_001,1
TO_153_(161_RH)_25P,14,1,1,90980-12802,S_BODY_ECU_DOOR_004,S_BODY_ECU_DOOR_004,1
TO_153_(161_RH)_25P,15,1,1,90980-12802,S_BODY_ECU_DOOR_002,S_BODY_ECU_DOOR_002,1
TO_153_(161_RH)_25P,16,1,1,90980-12802,na,na,2
TO_153_(161_RH)_25P,17,1,1,90980-12802,S_BODY_ECU_DOOR_035,S_BODY_ECU_DOOR_035,1
TO_153_(161_RH)_25P,18,1,1,90980-12802,S_BODY_ECU_DOOR_036,S_BODY_ECU_DOOR_036,1
TO_153_(161_RH)_25P,19,1,1,90980-12802,na,na,2
TO_153_(161_RH)_25P,20,1,1,90980-12802,S_DOUBLE_LOCK_003,S_DOUBLE_LOCK_003,1
TO_153_(161_RH)_25P,21,1,1,90980-12802,S_DOUBLE_LOCK_006,S_DOUBLE_LOCK_006,1
TO_153_(161_RH)_25P,22,1,1,90980-12802,S_BLE_ECU_004,S_BLE_ECU_004,1
TO_153_(161_RH)_25P,23,1,1,90980-12802,EQ_F:ECU-DCC_NO.2_L,EQ_F:ECU-DCC_NO.2_L,1
TO_153_(161_RH)_25P,24,1,1,90980-12802,EQ_F:ECU-IGP_NO.3_L,EQ_F:ECU-IGP_NO.3_L,1
TO_153_(161_RH)_25P,25,1,1,90980-12802,na,na,2
TO_154_(161_LH)_25P,1,1,1,90980-12801,na,MCB4649,0
TO_154_(161_LH)_25P,2,1,1,90980-12801,na,SIG4648,0
TO_154_(161_LH)_25P,3,1,1,90980-12801,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_154_(161_LH)_25P,4,1,1,90980-12801,EQ_BODY_ECU_LSWL,EQ_BODY_ECU_LSWL,1
TO_154_(161_LH)_25P,5,1,1,90980-12801,EQ_METER_ILL-,EQ_METER_ILL-,1
TO_154_(161_LH)_25P,6,1,1,90980-12801,S_BLE_ECU_003,S_BLE_ECU_003,1
TO_154_(161_LH)_25P,7,1,1,90980-12801,EQ_F:ECU-IGP_NO.3_L,EQ_F:ECU-IGP_NO.3_L,1
TO_154_(161_LH)_25P,8,1,1,90980-12801,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_154_(161_LH)_25P,9,1,1,90980-12801,EQ_HTR_CONT_PNL_SVPI,EQ_HTR_CONT_PNL_SVPI,1
TO_154_(161_LH)_25P,10,1,1,90980-12801,EQ_HTR_CONT_PNL_SW_1,EQ_HTR_CONT_PNL_SW_1,1
TO_154_(161_LH)_25P,11,1,1,90980-12801,EQ_F:DOOR_R/L_L,EQ_F:DOOR_R/L_L,1
TO_154_(161_LH)_25P,12,1,1,90980-12801,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_154_(161_LH)_25P,13,1,1,90980-12801,S_BODY_ECU_DOOR_004,S_BODY_ECU_DOOR_004,1
TO_154_(161_LH)_25P,14,1,1,90980-12801,S_DOUBLE_LOCK_001,S_DOUBLE_LOCK_001,1
TO_154_(161_LH)_25P,15,1,1,90980-12801,S_BODY_ECU_DOOR_002,S_BODY_ECU_DOOR_002,1
TO_154_(161_LH)_25P,16,1,1,90980-12801,S_BODY_ECU_DOOR_037,S_BODY_ECU_DOOR_037,1
TO_154_(161_LH)_25P,17,1,1,90980-12801,S_BLE_ECU_005,S_BLE_ECU_005,1
TO_154_(161_LH)_25P,18,1,1,90980-12801,S_BODY_ECU_DOOR_038,S_BODY_ECU_DOOR_038,1
TO_154_(161_LH)_25P,19,1,1,90980-12801,na,na,2
TO_154_(161_LH)_25P,20,1,1,90980-12801,S_DOUBLE_LOCK_002,S_DOUBLE_LOCK_002,1
TO_154_(161_LH)_25P,21,1,1,90980-12801,S_DOUBLE_LOCK_006,S_DOUBLE_LOCK_006,1
TO_154_(161_LH)_25P,22,1,1,90980-12801,S_BLE_ECU_004,S_BLE_ECU_004,1
TO_154_(161_LH)_25P,23,1,1,90980-12801,EQ_F:ECU-DCC_NO.2_L,EQ_F:ECU-DCC_NO.2_L,1
TO_154_(161_LH)_25P,24,1,1,90980-12801,na,na,2
TO_154_(161_LH)_25P,25,1,1,90980-12801,na,na,2
TO_161_LH_(111_LH),1,1,1,,GND_SLD_DRN_AHB_G_ECU#2_104,GND_SLD_DRN_AHB_G_ECU#2_104,1
TO_161_LH_(111_LH),2,1,1,,SLD_S_AHB_G_ECU#2_007,SLD_S_AHB_G_ECU#2_007,1
TO_161_LH_(111_LH),3,1,1,,EQ_D/L_MTR_F/L-LHD_PLUS,EQ_D/L_MTR_F/L-LHD_PLUS,1
TO_161_LH_(111_LH),4,1,1,,na,na,2
TO_161_LH_(111_LH),5,1,1,,EQ_RLY:EFI_MAIN#2_FP,EQ_RLY:EFI_MAIN#2_FP,1
TO_161_LH_(111_LH),6,1,1,,SLD_S_AHB_G_ECU#2_006,SLD_S_AHB_G_ECU#2_006,1
TO_161_LH_(111_LH),7,1,1,,EQ_F:BATT_FAN_L,EQ_F:BATT_FAN_L,1
TO_161_LH_(111_LH),8,1,1,,EQ_F:EFI_NO.2_TNGA_L,EQ_F:EFI_NO.2_TNGA_L,1
TO_161_LH_(111_LH),9,1,1,,EQ_RLY:C/OPN_FP,EQ_RLY:C/OPN_FP,1
TO_161_LH_(111_LH),10,1,1,,EQ_F:ECU-IGP_NO.3_L,EQ_F:ECU-IGP_NO.3_L,1
TO_161_LH_(111_LH),11,1,1,,S_BODY_ECU_EX_LP_009,S_BODY_ECU_EX_LP_009,1
TO_161_LH_(111_LH),12,1,1,,S_EFI_ECU-TNGA2.0_001,S_EFI_ECU-TNGA2.0_001,1
TO_161_LH_(111_LH),13,1,1,,S_EFI_ECU-TNGA2.0_002,S_EFI_ECU-TNGA2.0_002,1
TO_161_LH_(111_LH),14,1,1,,S_EFI_ECU-TNGA2.0_003,S_EFI_ECU-TNGA2.0_003,1
TO_161_LH_(111_LH),15,1,1,,S_EFI_ECU-TNGA2.0_004,S_EFI_ECU-TNGA2.0_004,1
TO_161_LH_(111_LH),16,1,1,,S_EFI_ECU-TNGA2.0_008,S_EFI_ECU-TNGA2.0_008,1
TO_161_LH_(111_LH),17,1,1,,S_EFI_ECU-TNGA2.0_009,S_EFI_ECU-TNGA2.0_009,1
TO_161_LH_(111_LH),18,1,1,,S_EFI_ECU-TNGA2.0_010,S_EFI_ECU-TNGA2.0_010,1
TO_161_LH_(111_LH),19,1,1,,S_EFI_ECU-TNGA2.0_011,S_EFI_ECU-TNGA2.0_011,1
TO_161_LH_(111_LH),20,1,1,,S_EFI_ECU-TNGA2.0_012,S_EFI_ECU-TNGA2.0_012,1
TO_161_LH_(111_LH),21,1,1,,S_EFI_ECU-TNGA2.0_013,S_EFI_ECU-TNGA2.0_013,1
TO_161_LH_(111_LH),22,1,1,,S_EFI_ECU-TNGA2.0_017,S_EFI_ECU-TNGA2.0_017,1
TO_161_LH_(111_LH),23,1,1,,S_EFI_ECU-TNGA2.0_024,S_EFI_ECU-TNGA2.0_024,1
TO_161_LH_(111_LH),24,1,1,,S_EFI_ECU-TNGA2.0_025,S_EFI_ECU-TNGA2.0_025,1
TO_161_LH_(111_LH),25,1,1,,S_EFI_ECU-TNGA2.0_026,S_EFI_ECU-TNGA2.0_026,1
TO_161_LH_(111_LH),26,1,1,,S_EFI_ECU-TNGA2.0_027,S_EFI_ECU-TNGA2.0_027,1
TO_161_LH_(111_LH),27,1,1,,S_EFI_ECU-TNGA2.0_050,S_EFI_ECU-TNGA2.0_050,1
TO_161_LH_(111_LH),28,1,1,,S_EFI_ECU-TNGA2.0_051,S_EFI_ECU-TNGA2.0_051,1
TO_161_LH_(111_LH),29,1,1,,S_EFI_ECU-TNGA2.0_052,S_EFI_ECU-TNGA2.0_052,1
TO_161_LH_(111_LH),30,1,1,,S_EFI_ECU-TNGA2.0_121,S_EFI_ECU-TNGA2.0_121,1
TO_161_LH_(111_LH),31,1,1,,S_EFI_ECU-TNGA2.0_122,S_EFI_ECU-TNGA2.0_122,1
TO_161_LH_(111_LH),32,1,1,,S_EFI_ECU-TNGA2.0_123,S_EFI_ECU-TNGA2.0_123,1
TO_161_LH_(111_LH),33,1,1,,S_EFI_ECU-TNGA2.0_124,S_EFI_ECU-TNGA2.0_124,1
TO_161_LH_(111_LH),34,1,1,,S_EFI_ECU-TNGA2.0_125,S_EFI_ECU-TNGA2.0_125,1
TO_161_LH_(111_LH),35,1,1,,S_EFI_ECU-TNGA2.0_126,S_EFI_ECU-TNGA2.0_126,1
TO_161_LH_(111_LH),36,1,1,,S_EFI_ECU-TNGA2.0_127,S_EFI_ECU-TNGA2.0_127,1
TO_161_LH_(111_LH),37,1,1,,S_EFI_ECU-TNGA2.0_128,S_EFI_ECU-TNGA2.0_128,1
TO_161_LH_(111_LH),38,1,1,,S_EFI_ECU-ZR_042,S_EFI_ECU-ZR_042,1
TO_161_LH_(111_LH),39,1,1,,S_EFI_ECU-ZR_043,S_EFI_ECU-ZR_043,1
TO_161_LH_(111_LH),40,1,1,,S_EFI_ECU-ZR_079,S_EFI_ECU-ZR_079,1
TO_161_LH_(111_LH),41,1,1,,S_H_LP_ECU_004,S_H_LP_ECU_004,1
TO_161_LH_(111_LH),42,1,1,,S_H_LP_ECU_005,S_H_LP_ECU_005,1
TO_161_LH_(111_LH),43,1,1,,S_H_LP_ECU_007,S_H_LP_ECU_007,1
TO_161_LH_(111_LH),44,1,1,,CAN_B_BUS_HI,CAN_B_BUS_HI,1
TO_161_LH_(111_LH),45,1,1,,CAN_B_BUS_LO,CAN_B_BUS_LO,1
TO_161_LH_(111_LH),46,1,1,,CANFD_DS_LOCAL3_BUS_HI,CANFD_DS_LOCAL3_BUS_HI,1
TO_161_LH_(111_LH),47,1,1,,CANFD_DS_LOCAL3_BUS_LO,CANFD_DS_LOCAL3_BUS_LO,1
TO_161_LH_(111_LH),48,1,1,,CANFD_DS_BUS_HI,CANFD_DS_BUS_HI,1
TO_161_LH_(111_LH),49,1,1,,CANFD_DS_BUS_LO,CANFD_DS_BUS_LO,1
TO_161_LH_(111_LH),50,1,1,,na,S_EFI_ECU-ZR_003,0
TO_161_LH_(141_LH)_62P,1,1,1,90980-12B22,na,MCB6517,0
TO_161_LH_(141_LH)_62P,2,1,1,90980-12B22,na,MCB6516,0
TO_161_LH_(141_LH)_62P,3,1,1,90980-12B22,na,MCB6518,0
TO_161_LH_(141_LH)_62P,4,1,1,90980-12B22,na,MCB6519,0
TO_161_LH_(141_LH)_62P,5,1,1,90980-12B22,na,EQ_F:S/HTR_F/L_L,0
TO_161_LH_(141_LH)_62P,6,1,1,90980-12B22,na,TW_S_AUDIO_AMP_AVC-21CY_005,0
TO_161_LH_(141_LH)_62P,7,1,1,90980-12B22,na,TW_S_AUDIO_AMP_AVC-21CY_007,0
TO_161_LH_(141_LH)_62P,8,1,1,90980-12B22,na,TW_S_AUDIO_AMP_AVC-21CY_006,0
TO_161_LH_(141_LH)_62P,9,1,1,90980-12B22,na,TW_S_AUDIO_AMP_AVC-21CY_008,0
TO_161_LH_(141_LH)_62P,10,1,1,90980-12B22,na,MCB6520,0
TO_161_LH_(141_LH)_62P,11,1,1,90980-12B22,na,na,2
TO_161_LH_(141_LH)_62P,12,1,1,90980-12B22,na,na,2
TO_161_LH_(141_LH)_62P,13,1,1,90980-12B22,na,SLD_S_21CY_TOYOTA_T2-T1_059,0
TO_161_LH_(141_LH)_62P,14,1,1,90980-12B22,na,EQ_F:USB_NO.1_L,0
TO_161_LH_(141_LH)_62P,15,1,1,90980-12B22,na,SLD_S_21CY_TOYOTA_T2-T1_060,0
TO_161_LH_(141_LH)_62P,16,1,1,90980-12B22,na,EQ_HV_ECU-HV_NOAC,0
TO_161_LH_(141_LH)_62P,17,1,1,90980-12B22,na,S_METER_018,0
TO_161_LH_(141_LH)_62P,18,1,1,90980-12B22,na,EQ_HV_ECU-PHV_NOAC,0
TO_161_LH_(141_LH)_62P,19,1,1,90980-12B22,na,EQ_RLY:S/HTR_RL_L,0
TO_161_LH_(141_LH)_62P,20,1,1,90980-12B22,na,EQ_F:ECU-IGP_NO.3_L,0
TO_161_LH_(141_LH)_62P,21,1,1,90980-12B22,na,CAN_C2_BUS_LO,0
TO_161_LH_(141_LH)_62P,22,1,1,90980-12B22,na,EQ_METER_ILL-,0
TO_161_LH_(141_LH)_62P,23,1,1,90980-12B22,na,CAN_B_BUS_HI,0
TO_161_LH_(141_LH)_62P,24,1,1,90980-12B22,na,SLD_DRN_S_21CY_TOYOTA_T2-T1_108,0
TO_161_LH_(141_LH)_62P,25,1,1,90980-12B22,na,CAN_B_BUS_LO,0
TO_161_LH_(141_LH)_62P,26,1,1,90980-12B22,na,CAN_C2_BUS_HI,0
TO_161_LH_(141_LH)_62P,27,1,1,90980-12B22,na,SLD_S_21CY_TOYOTA_T2-T1_061,0
TO_161_LH_(141_LH)_62P,28,1,1,90980-12B22,na,SLD_S_21CY_TOYOTA_T2-T1_062,0
TO_161_LH_(141_LH)_62P,29,1,1,90980-12B22,na,S_QUICK_SVS_FR_005,0
TO_161_LH_(141_LH)_62P,30,1,1,90980-12B22,na,EQ_AC100V_MAIN_SW_IND,0
TO_161_LH_(141_LH)_62P,31,1,1,90980-12B22,na,EQ_BODY_ECU_LSBO,0
TO_161_LH_(141_LH)_62P,32,1,1,90980-12B22,na,EQ_BODY_ECU_LSWL,0
TO_161_LH_(141_LH)_62P,33,1,1,90980-12B22,na,EQ_D/L_MTR_F/L-LHD_PLUS,0
TO_161_LH_(141_LH)_62P,34,1,1,90980-12B22,na,EQ_HTR_CONT_PNL_SVPI,0
TO_161_LH_(141_LH)_62P,35,1,1,90980-12B22,na,EQ_HTR_CONT_PNL_SW_1,0
TO_161_LH_(141_LH)_62P,36,1,1,90980-12B22,na,EQ_METER_FEANDB,0
TO_161_LH_(141_LH)_62P,37,1,1,90980-12B22,na,EQ_METER_FR,0
TO_161_LH_(141_LH)_62P,38,1,1,90980-12B22,na,EQ_RLY:SEAT_HTR_F/L_LO_L,0
TO_161_LH_(141_LH)_62P,39,1,1,90980-12B22,na,S_DOUBLE_LOCK_001,0
TO_161_LH_(141_LH)_62P,40,1,1,90980-12B22,na,EQ_RLY:SEAT_HTR_F/L_HI_L,0
TO_161_LH_(141_LH)_62P,41,1,1,90980-12B22,na,S_METER_028,0
TO_161_LH_(141_LH)_62P,42,1,1,90980-12B22,na,EQ_METER_FV,0
TO_161_LH_(141_LH)_62P,43,1,1,90980-12B22,na,S_SEC_ALARM_002,0
TO_161_LH_(141_LH)_62P,44,1,1,90980-12B22,na,S_BODY_ECU_DOOR_037,0
TO_161_LH_(141_LH)_62P,45,1,1,90980-12B22,na,S_BODY_ECU_DOOR_038,0
TO_161_LH_(141_LH)_62P,46,1,1,90980-12B22,na,S_DOUBLE_LOCK_002,0
TO_161_LH_(141_LH)_62P,47,1,1,90980-12B22,na,S_DOUBLE_LOCK_006,0
TO_161_LH_(141_LH)_62P,48,1,1,90980-12B22,na,S_FR_SEAT_HTR_004,0
TO_161_LH_(141_LH)_62P,49,1,1,90980-12B22,na,S_FR_SEAT_HTR_005,0
TO_161_LH_(141_LH)_62P,50,1,1,90980-12B22,na,S_FR_SEAT_HTR_006,0
TO_161_LH_(141_LH)_62P,51,1,1,90980-12B22,na,S_FR_SEAT_HTR_007,0
TO_161_LH_(141_LH)_62P,52,1,1,90980-12B22,na,S_FR_SEAT_HTR_008,0
TO_161_LH_(141_LH)_62P,53,1,1,90980-12B22,na,S_FR_SEAT_HTR_009,0
TO_161_LH_(141_LH)_62P,54,1,1,90980-12B22,na,S_BLE_ECU_007,0
TO_161_LH_(141_LH)_62P,55,1,1,90980-12B22,na,S_BODY_ECU_BASE_021,0
TO_161_LH_(141_LH)_62P,56,1,1,90980-12B22,na,S_BODY_ECU_BASE_022,0
TO_161_LH_(141_LH)_62P,57,1,1,90980-12B22,na,S_QUICK_SVS_FR_001,0
TO_161_LH_(141_LH)_62P,58,1,1,90980-12B22,na,S_BODY_ECU_DOOR_017,0
TO_161_LH_(141_LH)_62P,59,1,1,90980-12B22,na,S_BODY_ECU_BASE_023,0
TO_161_LH_(141_LH)_62P,60,1,1,90980-12B22,na,na,2
TO_161_LH_(141_LH)_62P,61,1,1,90980-12B22,na,na,2
TO_161_LH_(141_LH)_62P,62,1,1,90980-12B22,na,na,2
TO_161_LH_(152),1,1,1,,EMB_S_PVM_APP-21CY_013,EMB_S_PVM_APP-21CY_013,1
TO_161_LH_(152),2,1,1,,EMB_DRN_S_PVM_APP-21CY_105,EMB_DRN_S_PVM_APP-21CY_105,1
TO_161_LH_(152),3,1,1,,EMB_S_PVM_APP-21CY_014,EMB_S_PVM_APP-21CY_014,1
TO_161_LH_(152),4,1,1,,EMB_S_PVM_APP-21CY_015,EMB_S_PVM_APP-21CY_015,1
TO_161_LH_(152),5,1,1,,EMB_S_PVM_APP-21CY_016,EMB_S_PVM_APP-21CY_016,1
TO_161_LH_(152),6,1,1,,SLD_S_SPVM-21CY_013,SLD_S_SPVM-21CY_013,1
TO_161_LH_(152),7,1,1,,SLD_DRN_S_SPVM-21CY_105,SLD_DRN_S_SPVM-21CY_105,1
TO_161_LH_(152),8,1,1,,SLD_S_SPVM-21CY_014,SLD_S_SPVM-21CY_014,1
TO_161_LH_(152),9,1,1,,SLD_S_SPVM-21CY_015,SLD_S_SPVM-21CY_015,1
TO_161_LH_(152),10,1,1,,SLD_S_SPVM-21CY_016,SLD_S_SPVM-21CY_016,1
TO_161_LH_(152),11,1,1,,na,TW_S_AIRBAG_033,0
TO_161_LH_(152),12,1,1,,na,TW_S_AIRBAG_034,0
TO_161_LH_(152),13,1,1,,na,TW_S_AIRBAG_057,0
TO_161_LH_(152),14,1,1,,na,TW_S_AIRBAG_072,0
TO_161_LH_(152),15,1,1,,na,TW_S_AIRBAG_147,0
TO_161_LH_(152),16,1,1,,na,TW_S_AIRBAG_167,0
