"Symbol Name","Pin Name","Pin CenterY","Pin CenterX","Pin Width","Pin Height"
"C-64123","2","-93.0","-48.0","0.0","0.0"
"C-61276","2","5752.0","-1027.0","0.0","0.0"
"C-61276","1","5795.0","1693.0","0.0","0.0"
"D38999/26ZKC35SN","24","-7755.0","-19211.0","0.0","0.0"
"D38999/26ZKC35SN","10","-12297.0","17913.0","0.0","0.0"
"D38999/26ZKC35SN","41","2971.0","-15985.0","0.0","0.0"
"D38999/26ZKC35SN","64","23138.0","6302.0","0.0","0.0"
"D38999/26ZKC35SN","50","7437.0","-19189.0","0.0","0.0"
"D38999/26ZKC35SN","59","17700.0","9540.0","0.0","0.0"
"D38999/26ZKC35SN","52","12760.0","12347.0","0.0","0.0"
"D38999/26ZKC35SN","33","-3301.0","-22037.0","0.0","0.0"
"D38999/26ZKC35SN","49","7400.0","-13549.0","0.0","0.0"
"D38999/26ZKC35SN","55","12796.0","-4677.0","0.0","0.0"
"D38999/26ZKC35SN","17","-7887.0","19918.0","0.0","0.0"
"D38999/26ZKC35SN","9","-17604.0","-13618.0","0.0","0.0"
"D38999/26ZKC35SN","19","-7828.0","9600.0","0.0","0.0"
"D38999/26ZKC35SN","54","12796.0","1191.0","0.0","0.0"
"D38999/26ZKC35SN","12","-12266.0","6388.0","0.0","0.0"
"D38999/26ZKC35SN","45","7546.0","9564.0","0.0","0.0"
"D38999/26ZKC35SN","2","-23009.0","1112.0","0.0","0.0"
"D38999/26ZKC35SN","14","-12311.0","-4716.0","0.0","0.0"
"D38999/26ZKC35SN","15","-12239.0","-10754.0","0.0","0.0"
"D38999/26ZKC35SN","30","-3327.0","-4673.0","0.0","0.0"
"D38999/26ZKC35SN","1","-22919.0","6389.0","0.0","0.0"
"D38999/26ZKC35SN","11","-12267.0","12268.0","0.0","0.0"
"D38999/26ZKC35SN","51","12785.0","18056.0","0.0","0.0"
"D38999/26ZKC35SN","39","2983.0","-4640.0","0.0","0.0"
"D38999/26ZKC35SN","13","-12202.0","1117.0","0.0","0.0"
"D38999/26ZKC35SN","46","7400.0","3876.0","0.0","0.0"
"D38999/26ZKC35SN","37","3072.0","6302.0","0.0","0.0"
"D38999/26ZKC35SN","27","-3376.0","12280.0","0.0","0.0"
"D38999/26ZKC35SN","31","-3302.0","-10604.0","0.0","0.0"
"D38999/26ZKC35SN","34","2841.0","22284.0","0.0","0.0"
"D38999/26ZKC35SN","5","-17648.0","9546.0","0.0","0.0"
"D38999/26ZKC35SN","42","2984.0","-22036.0","0.0","0.0"
"D38999/26ZKC35SN","40","2930.0","-10667.0","0.0","0.0"
"D38999/26ZKC35SN","48","7374.0","-7680.0","0.0","0.0"
"D38999/26ZKC35SN","35","2974.0","17956.0","0.0","0.0"
"D38999/26ZKC35SN","43","7401.0","20053.0","0.0","0.0"
"D38999/26ZKC35SN","22","-7756.0","-7614.0","0.0","0.0"
"D38999/26ZKC35SN","62","17672.0","-7680.0","0.0","0.0"
"D38999/26ZKC35SN","6","-17659.0","3889.0","0.0","0.0"
"D38999/26ZKC35SN","26","-3327.0","17892.0","0.0","0.0"
"D38999/26ZKC35SN","60","17744.0","3816.0","0.0","0.0"
"D38999/26ZKC35SN","63","17618.0","-13579.0","0.0","0.0"
"D38999/26ZKC35SN","61","17800.0","-1887.0","0.0","0.0"
"D38999/26ZKC35SN","25","-3302.0","22378.0","0.0","0.0"
"D38999/26ZKC35SN","4","-17721.0","15414.0","0.0","0.0"
"D38999/26ZKC35SN","47","7583.0","-1883.0","0.0","0.0"
"D38999/26ZKC35SN","21","-7747.0","-1846.0","0.0","0.0"
"D38999/26ZKC35SN","65","23161.0","1053.0","0.0","0.0"
"D38999/26ZKC35SN","38","3028.0","1075.0","0.0","0.0"
"D38999/26ZKC35SN","53","12770.0","6452.0","0.0","0.0"
"D38999/26ZKC35SN","57","12941.0","-15980.0","0.0","0.0"
"D38999/26ZKC35SN","8","-17637.0","-7770.0","0.0","0.0"
"D38999/26ZKC35SN","36","2886.0","12320.0","0.0","0.0"
"D38999/26ZKC35SN","29","-3253.0","1111.0","0.0","0.0"
"D38999/26ZKC35SN","18","-7858.0","15480.0","0.0","0.0"
"D38999/26ZKC35SN","20","-7706.0","4019.0","0.0","0.0"
"D38999/26ZKC35SN","28","-3278.0","6348.0","0.0","0.0"
"D38999/26ZKC35SN","32","-3258.0","-16018.0","0.0","0.0"
"D38999/26ZKC35SN","44","7445.0","15449.0","0.0","0.0"
"D38999/26ZKC35SN","56","12869.0","-10646.0","0.0","0.0"
"D38999/26ZKC35SN","3","-22859.0","-4618.0","0.0","0.0"
"D38999/26ZKC35SN","16","-12110.0","-16022.0","0.0","0.0"
"D38999/26ZKC35SN","7","-17620.0","-2019.0","0.0","0.0"
"D38999/26ZKC35SN","66","23324.0","-4653.0","0.0","0.0"
"D38999/26ZKC35SN","58","17729.0","15410.0","0.0","0.0"
"D38999/26ZKC35SN","23","-7853.0","-13465.0","0.0","0.0"
"Con-10w","7","4057.0","1382.0","0.0","0.0"
"Con-10w","3","6508.0","3116.0","0.0","0.0"
"Con-10w","5","11031.0","3076.0","0.0","0.0"
"Con-10w","6","1785.0","1402.0","0.0","0.0"
"Con-10w","1","1805.0","3016.0","0.0","0.0"
"Con-10w","10","11051.0","1322.0","0.0","0.0"
"Con-10w","4","8720.0","3056.0","0.0","0.0"
"Con-10w","9","8780.0","1362.0","0.0","0.0"
"Con-10w","2","4236.0","3076.0","0.0","0.0"
"Con-10w","8","6488.0","1402.0","0.0","0.0"
"C-71849","5","12032.0","1423.0","0.0","0.0"
"C-71849","8","9160.0","1394.0","0.0","0.0"
"C-71849","6","11124.0","1394.0","0.0","0.0"
"C-71849","7","10127.0","1364.0","0.0","0.0"
"C-71849","2","14875.0","1394.0","0.0","0.0"
"C-71849","3","13966.0","1394.0","0.0","0.0"
"C-71849","1","15930.0","1452.0","0.0","0.0"
"C-71849","9","4941.0","-277.0","0.0","0.0"
"C-71849","10","2889.0","-306.0","0.0","0.0"
"C-71849","4","12941.0","1364.0","0.0","0.0"
"C-61483","CAV2","3419.0","55.0","0.0","0.0"
"C-61483","CAV1","42.0","-4.0","0.0","0.0"
"C-81336","1","960.0","2112.0","0.0","0.0"
"C-81336","2","2688.0","2112.0","0.0","0.0"
"C-81440-D","25","7296.0","3840.0","0.0","0.0"
"C-81440-D","35","6912.0","2496.0","0.0","0.0"
"C-81440-D","13","4416.0","5568.0","0.0","0.0"
"C-81440-D","30","13056.0","3840.0","0.0","0.0"
"C-81440-D","17","9216.0","5568.0","0.0","0.0"
"C-81440-D","16","7872.0","5568.0","0.0","0.0"
"C-81440-D","18","10368.0","5376.0","0.0","0.0"
"C-81440-D","38","10176.0","2304.0","0.0","0.0"
"C-81440-D","36","8064.0","2496.0","0.0","0.0"
"C-81440-D","22","3840.0","3840.0","0.0","0.0"
"C-81440-D","2","3840.0","7104.0","0.0","0.0"
"C-81440-D","7","9600.0","7104.0","0.0","0.0"
"C-81440-D","10","13056.0","7104.0","0.0","0.0"
"C-81440-D","19","11520.0","5376.0","0.0","0.0"
"C-81440-D","33","4608.0","2304.0","0.0","0.0"
"C-81440-D","34","5760.0","2304.0","0.0","0.0"
"C-81440-D","12","3456.0","5568.0","0.0","0.0"
"C-81440-D","28","10752.0","3840.0","0.0","0.0"
"C-81440-D","8","10752.0","7104.0","0.0","0.0"
"C-81440-D","20","12672.0","5568.0","0.0","0.0"
"C-81440-D","14","5760.0","5568.0","0.0","0.0"
"C-81440-D","5","7296.0","7104.0","0.0","0.0"
"C-81440-D","31","2304.0","2496.0","0.0","0.0"
"C-81440-D","32","3456.0","2496.0","0.0","0.0"
"C-81440-D","29","11904.0","3840.0","0.0","0.0"
"C-81440-D","9","11904.0","7104.0","0.0","0.0"
"C-81440-D","27","9600.0","3840.0","0.0","0.0"
"C-81440-D","23","4992.0","3840.0","0.0","0.0"
"C-81440-D","4","6144.0","7104.0","0.0","0.0"
"C-81440-D","37","9216.0","2496.0","0.0","0.0"
"C-81440-D","15","6912.0","5568.0","0.0","0.0"
"C-81440-D","40","12480.0","2304.0","0.0","0.0"
"C-81440-D","26","8448.0","4032.0","0.0","0.0"
"C-81440-D","24","6144.0","3840.0","0.0","0.0"
"C-81440-D","39","11328.0","2304.0","0.0","0.0"
"C-81440-D","1","2688.0","7104.0","0.0","0.0"
"C-81440-D","3","4992.0","7104.0","0.0","0.0"
"C-81440-D","21","2688.0","3840.0","0.0","0.0"
"C-81440-D","11","2112.0","5568.0","0.0","0.0"
"C-81440-D","6","8448.0","7104.0","0.0","0.0"
"C-61849","CAV1","-10.0","6500.0","0.0","0.0"
"C-61849","CAV10","-10.0","-163.0","0.0","0.0"
"C-61849","CAV9","1437.0","2426.0","0.0","0.0"
"C-61849","CAV5","-2219.0","-2829.0","0.0","0.0"
"C-61849","CAV8","-1495.0","2388.0","0.0","0.0"
"C-61849","CAV3","4826.0","522.0","0.0","0.0"
"C-61849","CAV2","3836.0","4673.0","0.0","0.0"
"C-61849","CAV6","-4884.0","636.0","0.0","0.0"
"C-61849","CAV7","-3856.0","4673.0","0.0","0.0"
"C-61849","CAV4","2084.0","-2867.0","0.0","0.0"
"C-70718","1","8283.0","-529.0","0.0","0.0"
"C-70718","3","9575.0","-1722.0","0.0","0.0"
"C-70718","5","11339.0","-2592.0","0.0","0.0"
"C-70718","6","9674.0","-3710.0","0.0","0.0"
"C-70718","4","7885.0","-2567.0","0.0","0.0"
"C-70718","2","11140.0","-579.0","0.0","0.0"
"C-81337","2","3840.0","1920.0","0.0","0.0"
"C-81337","1","1920.0","1920.0","0.0","0.0"
"Fuse - front","2","97.0","-5696.0","0.0","0.0"
"Fuse - front","1","126.0","6407.0","0.0","0.0"
"C-81332","4","7680.0","1920.0","0.0","0.0"
"C-81332","1","1920.0","1920.0","0.0","0.0"
"C-81332","2","3840.0","1920.0","0.0","0.0"
"C-81332","3","5760.0","1920.0","0.0","0.0"
"C-70908","2","10394.0","13400.0","0.0","0.0"
"C-70908","24","8868.0","-10098.0","0.0","0.0"
"C-70908","25","8741.0","-8381.0","0.0","0.0"
"C-70908","7","8803.0","7483.0","0.0","0.0"
"C-70908","8","8867.0","8755.0","0.0","0.0"
"C-70908","22","8868.0","-13152.0","0.0","0.0"
"C-70908","11","8867.0","13400.0","0.0","0.0"
"C-70908","20","8804.0","-16079.0","0.0","0.0"
"C-70908","5","10330.0","8819.0","0.0","0.0"
"C-70908","23","8868.0","-11498.0","0.0","0.0"
"C-70908","4","10394.0","10282.0","0.0","0.0"
"C-70908","6","10394.0","7419.0","0.0","0.0"
"C-70908","17","10331.0","-12961.0","0.0","0.0"
"C-70908","10","8867.0","11873.0","0.0","0.0"
"C-70908","13","10395.0","-6917.0","0.0","0.0"
"C-70908","16","10331.0","-11562.0","0.0","0.0"
"C-70908","18","10395.0","-14615.0","0.0","0.0"
"C-70908","1","10394.0","14927.0","0.0","0.0"
"C-70908","15","10395.0","-10035.0","0.0","0.0"
"C-70908","26","8868.0","-6981.0","0.0","0.0"
"C-70908","3","10394.0","11809.0","0.0","0.0"
"C-70908","9","8803.0","10346.0","0.0","0.0"
"C-70908","19","10395.0","-16142.0","0.0","0.0"
"C-70908","21","8868.0","-14743.0","0.0","0.0"
"C-70908","12","8867.0","14927.0","0.0","0.0"
"C-70908","14","10395.0","-8444.0","0.0","0.0"
"C-71483_ASS","CAV3","9071.0","385.0","0.0","0.0"
"C-71483_ASS","CAV1","4799.0","408.0","0.0","0.0"
"C-71483_ASS","CAV2","6912.0","408.0","0.0","0.0"
"C-61279","CAV11","-3643.0","1453.0","0.0","0.0"
"C-61279","CAV1","-112.0","3892.0","0.0","0.0"
"C-61279","CAV9","-3262.0","-2306.0","0.0","0.0"
"C-61279","CAV2","1666.0","3079.0","0.0","0.0"
"C-61279","CAV17","-1103.0","-1976.0","0.0","0.0"
"C-61279","CAV10","-4303.0","-477.0","0.0","0.0"
"C-61279","CAV4","3876.0","260.0","0.0","0.0"
"C-61279","CAV14","1895.0","844.0","0.0","0.0"
"C-61279","CAV20","-36.0","-198.0","0.0","0.0"
"C-61279","CAV5","3850.0","-1747.0","0.0","0.0"
"C-61279","CAV12","-2347.0","3206.0","0.0","0.0"
"C-61279","CAV19","-1839.0","1199.0","0.0","0.0"
"C-61279","CAV15","2098.0","-807.0","0.0","0.0"
"C-61279","CAV13","-10.0","1936.0","0.0","0.0"
"C-61279","CAV7","472.0","-3881.0","0.0","0.0"
"C-61279","CAV3","3546.0","1987.0","0.0","0.0"
"C-61279","CAV6","2301.0","-3195.0","0.0","0.0"
"C-61279","CAV18","-2474.0","-502.0","0.0","0.0"
"C-61279","CAV8","-1712.0","-3855.0","0.0","0.0"
"C-61279","CAV16","752.0","-2052.0","0.0","0.0"
"Con-20w","CAV8","19615.0","3001.0","0.0","0.0"
"Con-20w","CAV16","14477.0","1194.0","0.0","0.0"
"Con-20w","CAV10","24834.0","3041.0","0.0","0.0"
"Con-20w","CAV1","1670.0","3041.0","0.0","0.0"
"Con-20w","CAV6","14436.0","3121.0","0.0","0.0"
"Con-20w","CAV17","17046.0","1154.0","0.0","0.0"
"Con-20w","CAV2","4199.0","3121.0","0.0","0.0"
"Con-20w","CAV18","19655.0","1154.0","0.0","0.0"
"Con-20w","CAV3","6728.0","3121.0","0.0","0.0"
"Con-20w","CAV20","24634.0","1074.0","0.0","0.0"
"Con-20w","CAV9","22185.0","3161.0","0.0","0.0"
"Con-20w","CAV11","1830.0","1154.0","0.0","0.0"
"Con-20w","CAV4","9498.0","3081.0","0.0","0.0"
"Con-20w","CAV13","6809.0","1154.0","0.0","0.0"
"Con-20w","CAV7","17046.0","3041.0","0.0","0.0"
"Con-20w","CAV14","9498.0","1154.0","0.0","0.0"
"Con-20w","CAV15","12108.0","1234.0","0.0","0.0"
"Con-20w","CAV19","22185.0","1194.0","0.0","0.0"
"Con-20w","CAV5","12028.0","3081.0","0.0","0.0"
"Con-20w","CAV12","4360.0","1154.0","0.0","0.0"
"C-71332","CAV1","6312.0","-885.0","0.0","0.0"
"C-71332","CAV2","6346.0","1551.0","0.0","0.0"
"Circuit Breaker - front","1","54.0","5718.0","0.0","0.0"
"Circuit Breaker - front","2","97.0","-6550.0","0.0","0.0"
"C-74464","CAV2","926.0","-7.0","0.0","0.0"
"C-74464","CAV1","-961.0","10.0","0.0","0.0"
"C-74463","3","4641.0","-48.0","0.0","0.0"
"C-74463","4","3708.0","-1230.0","0.0","0.0"
"C-74463","2","5622.0","1056.0","0.0","0.0"
"C-74463","5","5639.0","-1223.0","0.0","0.0"
"C-74463","1","3694.0","1067.0","0.0","0.0"
"C-61332","CAV1","10.0","-237.0","0.0","0.0"
"C-61332","CAV2","3424.0","-237.0","0.0","0.0"
"C-81338","6","5184.0","-192.0","0.0","0.0"
"C-81338","8","3840.0","192.0","0.0","0.0"
"C-81338","3","2496.0","-192.0","0.0","0.0"
"C-81338","4","3264.0","-1152.0","0.0","0.0"
"C-81338","2","2688.0","1152.0","0.0","0.0"
"C-81338","7","4992.0","1152.0","0.0","0.0"
"C-81338","1","3840.0","1728.0","0.0","0.0"
"C-81338","5","4416.0","-1152.0","0.0","0.0"
"C-0016","A5","1536.0","5376.0","0.0","0.0"
"C-0016","B8","23424.0","-7680.0","0.0","0.0"
"C-0016","A8","23424.0","5376.0","0.0","0.0"
"C-0016","B3","16128.0","-1152.0","0.0","0.0"
