"Symbol Name","Pin Name","Pin CenterY","Pin CenterX","Pin Width","Pin Height"
"C-0016","B1","1536.0","-1152.0","0.0","0.0"
"C-0016","A1","1536.0","11904.0","0.0","0.0"
"C-0016","B5","1536.0","-7680.0","0.0","0.0"
"C-0016","B4","23424.0","-1152.0","0.0","0.0"
"C-0016","A7","16128.0","5376.0","0.0","0.0"
"C-0016","B7","16128.0","-7680.0","0.0","0.0"
"C-0016","A4","23424.0","11904.0","0.0","0.0"
"C-0016","A6","8832.0","5376.0","0.0","0.0"
"C-0016","A3","16128.0","11904.0","0.0","0.0"
"C-0016","B6","8832.0","-7680.0","0.0","0.0"
"C-0016","A2","8832.0","11904.0","0.0","0.0"
"C-0016","B2","8832.0","-1152.0","0.0","0.0"
"C-002-BLUE","2","9600.0","2496.0","0.0","0.0"
"C-002-BLUE","4","24615.0","2459.0","0.0","0.0"
"C-002-BLUE","3","16935.0","2459.0","0.0","0.0"
"C-002-BLUE","1","1728.0","2496.0","0.0","0.0"
"Fuse Box AC1","F12-2","20352.0","-9984.0","0.0","0.0"
"Fuse Box AC1","MF4-1","66432.0","-10176.0","0.0","0.0"
"Fuse Box AC1","F2-1","50299.0","14321.0","0.0","0.0"
"Fuse Box AC1","F5-1","27801.0","14417.0","0.0","0.0"
"Fuse Box AC1","F12-1","20352.0","-2496.0","0.0","0.0"
"Fuse Box AC1","MF3-1","66432.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F2-2","50299.0","6833.0","0.0","0.0"
"Fuse Box AC1","MF2-1","66432.0","6912.0","0.0","0.0"
"Fuse Box AC1","F10-2","35328.0","-9984.0","0.0","0.0"
"Fuse Box AC1","F10-1","35328.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F7-2","57792.0","-9984.0","0.0","0.0"
"Fuse Box AC1","F6-2","20352.0","6912.0","0.0","0.0"
"Fuse Box AC1","F8-1","50112.0","-2496.0","0.0","0.0"
"Fuse Box AC1","MF1-1","66432.0","14400.0","0.0","0.0"
"Fuse Box AC1","F6-1","20352.0","14400.0","0.0","0.0"
"Fuse Box AC1","F11-1","27840.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F9-2","42816.0","-9984.0","0.0","0.0"
"Fuse Box AC1","F8-2","50112.0","-9984.0","0.0","0.0"
"Fuse Box AC1","MF4-2","74304.0","-10176.0","0.0","0.0"
"Fuse Box AC1","F1-1","57792.0","14400.0","0.0","0.0"
"Fuse Box AC1","F4-2","35143.0","6899.0","0.0","0.0"
"Fuse Box AC1","F3-1","42700.0","14426.0","0.0","0.0"
"Fuse Box AC1","MF1-2","74304.0","14400.0","0.0","0.0"
"Fuse Box AC1","MF2-2","74304.0","6912.0","0.0","0.0"
"Fuse Box AC1","MF3-2","74304.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F9-1","42816.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F1-2","57792.0","6912.0","0.0","0.0"
"Fuse Box AC1","F5-2","27801.0","6929.0","0.0","0.0"
"Fuse Box AC1","F7-1","57792.0","-2496.0","0.0","0.0"
"Fuse Box AC1","F4-1","35143.0","14387.0","0.0","0.0"
"Fuse Box AC1","F11-2","27840.0","-9984.0","0.0","0.0"
"Fuse Box AC1","F3-2","42700.0","6938.0","0.0","0.0"
"EYELET7_5","1","-2688.0","-4992.0","0.0","0.0"
"C-002-RED","1","1728.0","2496.0","0.0","0.0"
"C-002-RED","3","16935.0","2459.0","0.0","0.0"
"C-002-RED","4","24615.0","2459.0","0.0","0.0"
"C-002-RED","2","9600.0","2496.0","0.0","0.0"
"C-002","3","17319.0","2459.0","0.0","0.0"
"C-002","2","9600.0","2496.0","0.0","0.0"
"C-002","4","24999.0","2459.0","0.0","0.0"
"C-002","1","1728.0","2496.0","0.0","0.0"
"C-002-GREY","1","1728.0","2496.0","0.0","0.0"
"C-002-GREY","2","9600.0","2496.0","0.0","0.0"
"C-002-GREY","3","16935.0","2459.0","0.0","0.0"
"C-002-GREY","4","24615.0","2459.0","0.0","0.0"
"C-60713","5","40320.0","1920.0","0.0","0.0"
"C-60713","3","18432.0","1920.0","0.0","0.0"
"C-60713","13","47616.0","-4608.0","0.0","0.0"
"C-60713","11","33024.0","-4608.0","0.0","0.0"
"C-60713","10","25728.0","-4608.0","0.0","0.0"
"C-60713","1","3840.0","1920.0","0.0","0.0"
"C-60713","7","3840.0","-4608.0","0.0","0.0"
"C-60713","12","40320.0","-4608.0","0.0","0.0"
"C-60713","4","33024.0","1920.0","0.0","0.0"
"C-60713","8","11136.0","-4608.0","0.0","0.0"
"C-60713","6","47616.0","1920.0","0.0","0.0"
"C-60713","2","11136.0","1920.0","0.0","0.0"
"C-60713","9","18432.0","-4608.0","0.0","0.0"
"C-002-GREEN","4","24615.0","2459.0","0.0","0.0"
"C-002-GREEN","2","9600.0","2496.0","0.0","0.0"
"C-002-GREEN","3","16935.0","2459.0","0.0","0.0"
"C-002-GREEN","1","1728.0","2496.0","0.0","0.0"
"C-005","1","-13632.0","8640.0","0.0","0.0"
"C-005","4","-13632.0","-960.0","0.0","0.0"
"C-005","3","-2112.0","12480.0","0.0","0.0"
"C-005","2","9408.0","8640.0","0.0","0.0"
"C-005","5","9408.0","-960.0","0.0","0.0"
"C-71849","2","9600.0","5760.0","0.0","0.0"
"C-71849","10","32640.0","-1920.0","0.0","0.0"
"C-71849","9","24960.0","-1920.0","0.0","0.0"
"C-71849","8","17280.0","-1920.0","0.0","0.0"
"C-71849","1","1920.0","5760.0","0.0","0.0"
"C-71849","7","9600.0","-1920.0","0.0","0.0"
"C-71849","5","32640.0","5760.0","0.0","0.0"
"C-71849","4","24960.0","5760.0","0.0","0.0"
"C-71849","6","1920.0","-1920.0","0.0","0.0"
"C-71849","3","17280.0","5760.0","0.0","0.0"
"4way","2","8263.0","374.0","0.0","0.0"
"4way","1","10186.0","388.0","0.0","0.0"
"4way","3","6335.0","340.0","0.0","0.0"
"4way","4","4416.0","374.0","0.0","0.0"
"C-005","2","2377.0","3871.0","0.0","0.0"
"C-005","5","4312.0","1575.0","0.0","0.0"
"C-005","3","4321.0","3877.0","0.0","0.0"
"C-005","4","2392.0","1575.0","0.0","0.0"
"C-005","1","3399.0","2807.0","0.0","0.0"
